ENST00000592379 	ENST00000422514 ENST00000582736 ENST00000475608 ENST00000471152 ENST00000438478 	133 	619 21 6 6 19 	138 	619 21 6 6 19 	48 	51 51 51 51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3773 	79 77 219 216 	3773 	79 77 219 216 	53 	53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	798 331 349 215 213 554 354 386 354 331 	3482 	798 331 349 215 213 554 354 386 354 331 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	306 237 	128 87 	306 237 	128 87 	53 53 	52 52 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000528382 	1251 846 1254 	215 	1251 846 1254 	215 	52 52 52 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1119 1136 	231 182 	1119 1136 	231 182 	53 53 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	789 322 340 173 206 204 345 545 345 377 345 322 	3482 	789 322 340 173 206 204 345 545 345 377 345 322 	52 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1943 2075 2522 	205 	1943 2075 2522 	205 	53 53 53 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	121 80 	482 	121 80 	53 	53 53 
ENST00000373484 	ENST00000463378 ENST00000460669 	3345 	633 497 	3345 	633 497 	53 	53 53 
ENST00000262866 	ENST00000558530 	2627 	832 	2627 	832 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	814 347 370 365 371 372 570 370 402 370 347 	3482 	814 347 370 365 371 372 570 370 402 370 347 	52 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000497417 	ENST00000395811 	500 	7418 	501 	7418 	43 	38 
ENST00000585567 	ENST00000557933 ENST00000455727 ENST00000535915 	563 	2837 2270 2651 	572 	2837 2270 2651 	44 	53 53 53 
ENST00000514253 	ENST00000511844 	496 	100 	496 	100 	53 	53 
ENST00000395094 ENST00000252799 	ENST00000523549 ENST00000519712 	2123 2555 	325 286 	2133 2565 	337 298 	32 32 	35 35 
ENST00000592379 	ENST00000437246 	68 	77 	68 	77 	52 	53 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	243 241 229 213 	29 	243 241 229 213 	29 	53 53 53 53 	53 
ENST00000367187 ENST00000424712 	ENST00000474266 	6922 6732 	822 	6936 6746 	822 	38 38 	53 
ENST00000310455 ENST00000519699 ENST00000324198 ENST00000526794 ENST00000327441 	ENST00000514664 	2094 2188 5615 6565 6560 	2873 	2094 2188 5615 6565 6560 	2891 	51 51 51 51 51 	35 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2994 2895 2649 	197 326 	2994 2895 2649 	211 340 	53 53 53 	39 39 
ENST00000455611 	ENST00000357402 ENST00000566859 ENST00000569887 ENST00000570061 ENST00000395353 ENST00000452209 	2112 	881 329 177 418 863 329 	2112 	881 329 177 418 863 329 	52 	40 40 40 40 40 40 
ENST00000417024 	ENST00000472377 ENST00000492597 ENST00000544724 ENST00000524877 ENST00000496726 ENST00000561333 ENST00000320339 ENST00000371594 ENST00000536133 ENST00000600744 ENST00000405086 ENST00000451013 ENST00000312575 ENST00000423666 ENST00000472837 ENST00000418185 ENST00000425256 	253 	3689 382 305 3234 1802 41 1147 1101 1059 177 3295 1986 3281 3221 2794 1979 2866 	259 	3710 403 326 3255 1823 62 1168 1122 1080 198 3316 2007 3302 3242 2815 2000 2887 	47 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000243326 	ENST00000444724 ENST00000498273 ENST00000586448 ENST00000255226 ENST00000589658 ENST00000295628 ENST00000448299 ENST00000343381 ENST00000358785 ENST00000377038 ENST00000265715 	10345 	2753 3235 3408 3903 1608 4889 1427 1689 1628 1757 4227 	10345 	2753 3235 3408 3903 1608 4889 1427 1689 1628 1757 4227 	52 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3416 	792 325 343 209 207 348 380 348 325 	3416 	792 325 343 209 207 348 380 348 325 	52 	53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	103 101 243 	3744 	103 101 243 	53 	52 52 52 
ENST00000497070 ENST00000310585 	ENST00000525178 ENST00000527181 	2319 82 	799 650 	2330 93 	799 650 	42 42 	53 53 
ENST00000592379 	ENST00000475608 	54 	7 	54 	7 	53 	51 
ENST00000281382 	ENST00000432183 ENST00000482449 ENST00000494370 ENST00000437982 	1227 	648 608 154 396 	1227 	648 608 154 396 	53 	52 52 52 52 
ENST00000579483 ENST00000606911 	ENST00000608382 	3163 4671 	7180 	3163 4671 	7191 	41 41 	42 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3482 	829 362 385 380 386 387 385 362 	3482 	829 362 385 380 386 387 385 362 	52 	53 53 53 53 53 53 53 53 
ENST00000321521 ENST00000264065 	ENST00000589178 	8055 7242 	3272 	8073 7260 	3277 	35 35 	31 
ENST00000490638 ENST00000475323 ENST00000378387 ENST00000378395 ENST00000343259 	ENST00000426546 ENST00000327351 ENST00000378409 	3644 2010 2464 2238 2099 	249 246 183 	3644 2010 2464 2238 2099 	249 246 183 	53 53 53 53 53 	53 53 53 
ENST00000366559 ENST00000366557 	ENST00000462265 	4239 3866 	462 	4239 3866 	462 	53 53 	53 
ENST00000536689 ENST00000312962 ENST00000537363 	ENST00000586417 ENST00000588857 ENST00000588972 ENST00000585437 	3623 2895 2140 	1639 1499 478 244 	3623 2895 2140 	1639 1499 478 244 	53 53 53 	52 52 52 52 
ENST00000449131 	ENST00000434913 ENST00000492727 	4169 	113 111 	4169 	113 111 	53 	53 53 
ENST00000558060 	ENST00000396128 	339 	4085 	346 	4085 	31 	52 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1946 2078 2525 	335 	1946 2078 2525 	335 	53 53 53 	53 
ENST00000393892 	ENST00000300527 ENST00000409416 ENST00000397763 ENST00000460886 ENST00000357838 ENST00000310645 	3920 	713 672 636 55 691 691 	3920 	713 672 636 55 691 691 	37 	53 53 53 53 53 53 
ENST00000314675 	ENST00000319041 	2089 	583 	2089 	583 	53 	53 
ENST00000361681 	ENST00000361567 	395 	1729 	395 	1729 	53 	52 
ENST00000409562 ENST00000493254 ENST00000264663 ENST00000550977 ENST00000406053 ENST00000229465 ENST00000602666 	ENST00000264065 	2973 2290 5685 2217 2126 1122 2501 	6942 	2973 2290 5685 2217 2126 1122 2501 	6945 	40 40 40 40 40 40 40 	50 
ENST00000603027 	ENST00000603409 ENST00000603309 	4330 	765 700 	4330 	765 700 	52 	53 53 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000483598 ENST00000432393 ENST00000599500 	75 75 75 	106 225 225 	75 75 75 	106 225 225 	52 52 52 	52 52 52 
ENST00000520509 ENST00000308108 	ENST00000524333 ENST00000520526 ENST00000523998 	2750 2603 	3010 2233 327 	2750 2603 	3010 2233 327 	53 53 	52 52 52 
ENST00000554922 	ENST00000265245 	8624 	2845 	8624 	2845 	53 	53 
ENST00000366409 	ENST00000435781 ENST00000438571 ENST00000466776 	408 	509 703 301 	408 	509 703 301 	53 	52 52 52 
ENST00000519556 	ENST00000519177 	405 	803 	405 	803 	53 	51 
ENST00000265018 	ENST00000352397 ENST00000407623 ENST00000407332 ENST00000470741 ENST00000361740 ENST00000396303 	3834 	1945 2008 1715 3826 1791 1775 	3837 	1963 2026 1733 3844 1809 1793 	47 	34 34 34 34 34 34 
ENST00000514253 	ENST00000511844 	495 	135 	495 	135 	53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	103 101 243 	3760 	103 101 243 	52 	52 52 52 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3469 	781 332 165 198 196 337 537 337 369 337 	3469 	781 332 165 198 196 337 537 337 369 337 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000463943 	ENST00000507623 ENST00000380638 	402 	65 65 	402 	65 65 	53 	52 52 
ENST00000560723 	ENST00000559556 	409 	901 	409 	901 	53 	34 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3006 2907 2661 	243 	3006 2907 2661 	243 	53 53 53 	53 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4134 	45 66 45 	4134 	45 66 45 	53 	52 52 52 
ENST00000604604 ENST00000556347 ENST00000229465 	ENST00000310613 ENST00000474698 	1011 663 807 	2918 4726 	1011 663 807 	2918 4726 	52 52 52 	44 44 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000301964 ENST00000492103 ENST00000440161 	2094 1995 1749 	1716 1336 1374 	2094 1995 1749 	1716 1336 1374 	53 53 53 	50 50 50 
ENST00000590045 	ENST00000409078 ENST00000263710 ENST00000455322 ENST00000397587 ENST00000541377 ENST00000541859 	1218 	5173 5263 5131 5083 5080 4024 	1218 	5173 5263 5131 5083 5080 4024 	51 	52 52 52 52 52 52 
ENST00000458008 ENST00000427587 ENST00000585436 	ENST00000230419 ENST00000476760 ENST00000470019 ENST00000471863 ENST00000349241 ENST00000352931 ENST00000345201 ENST00000230418 ENST00000487673 ENST00000481273 	1447 1569 1245 	440 401 375 369 366 366 366 366 339 313 	1447 1569 1245 	440 401 375 369 366 366 366 366 339 313 	52 52 52 	52 52 52 52 52 52 52 52 52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	473 	183 142 	473 	183 142 	53 	51 51 
ENST00000372530 ENST00000244533 ENST00000463024 ENST00000505344 	ENST00000357338 ENST00000414245 	4955 5015 4468 651 	1782 1764 	4955 5015 4468 651 	1782 1764 	52 52 52 52 	52 52 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000383605 ENST00000383619 ENST00000376822 ENST00000462536 ENST00000461996 ENST00000492107 ENST00000549224 ENST00000431930 ENST00000444289 ENST00000416096 ENST00000485166 ENST00000468995 ENST00000465498 ENST00000552193 ENST00000551578 ENST00000551120 ENST00000396634 ENST00000376806 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000443552 ENST00000417978 ENST00000442939 ENST00000490454 ENST00000479675 ENST00000479969 ENST00000549869 ENST00000547112 ENST00000552498 ENST00000583265 ENST00000579721 	56 56 56 56 56 56 56 	475 443 139 136 134 134 187 472 443 139 136 134 134 156 178 178 475 443 139 136 134 134 156 472 443 139 136 134 134 156 178 178 218 134 	56 56 56 56 56 56 56 	475 443 139 136 134 134 187 472 443 139 136 134 134 156 178 178 475 443 139 136 134 134 156 472 443 139 136 134 134 156 178 178 218 134 	37 37 37 37 37 37 37 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 ENST00000511037 	367 	1781 1781 	367 	1781 1781 	53 	31 31 
ENST00000592379 	ENST00000582736 	12 	124 	12 	124 	53 	53 
ENST00000439660 ENST00000578573 	ENST00000579882 ENST00000585100 ENST00000578109 	2004 2233 	1387 1417 1117 	2004 2233 	1387 1417 1117 	53 53 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	486 	155 114 	486 	155 114 	51 	53 53 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	234 232 220 204 	94 	234 232 220 204 	94 	53 53 53 53 	53 
ENST00000358230 	ENST00000584196 ENST00000333139 ENST00000446232 ENST00000582966 ENST00000539061 ENST00000403396 	2872 	1856 1173 1041 1856 2443 3335 	2872 	1856 1173 1041 1856 2443 3335 	52 	53 53 53 53 53 53 
ENST00000539903 ENST00000485920 	ENST00000468078 	2664 2659 	316 	2664 2659 	316 	51 51 	52 
ENST00000514253 	ENST00000510019 	484 	189 	484 	189 	53 	51 
ENST00000598338 	ENST00000389131 ENST00000523833 ENST00000524144 ENST00000520871 ENST00000518083 ENST00000524168 ENST00000519243 	795 	369 255 443 360 132 328 475 	795 	389 275 463 380 152 348 495 	52 	33 33 33 33 33 33 33 
ENST00000416938 	ENST00000487115 	2857 	182 	2857 	182 	53 	53 
ENST00000599809 ENST00000601706 ENST00000569239 ENST00000551364 ENST00000412930 ENST00000439516 	ENST00000481916 ENST00000580938 	97 103 1465 97 97 97 	2029 2029 	97 103 1465 97 97 97 	2032 2032 	51 51 51 51 51 51 	50 50 
ENST00000382368 	ENST00000511184 ENST00000587236 ENST00000592171 ENST00000523465 ENST00000451193 	3302 	765 3167 159 497 279 	3302 	765 3167 159 497 279 	52 	53 53 53 53 53 
ENST00000481013 	ENST00000361381 	451 	1201 	451 	1201 	52 	52 
ENST00000469528 ENST00000495588 	ENST00000605528 ENST00000467930 	125 1 	391 374 	131 7 	392 375 	47 47 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3746 	107 105 247 	3746 	107 105 247 	53 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	378 	77 20 	381 	77 20 	50 	52 52 
ENST00000608382 	ENST00000497597 	7331 	2205 	7346 	2215 	33 	32 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	171 130 	443 	171 130 	53 	53 53 
ENST00000423557 ENST00000336926 ENST00000434438 ENST00000575057 ENST00000576304 	ENST00000379170 ENST00000497675 ENST00000370323 ENST00000544720 ENST00000368247 ENST00000466013 ENST00000368245 ENST00000400992 ENST00000255013 ENST00000451864 	1300 6677 6518 6677 6518 	2711 2365 2090 307 307 279 268 307 307 307 	1300 6677 6518 6677 6518 	2711 2365 2090 307 307 279 268 307 307 307 	53 53 53 53 53 	38 38 38 38 38 38 38 38 38 38 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	173 132 	484 	173 132 	53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1104 1121 	307 258 	1104 1121 	307 258 	53 53 	52 52 
ENST00000592379 	ENST00000582736 	36 	111 	37 	111 	52 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	232 183 	1149 1166 	232 183 	52 52 	53 53 
ENST00000560723 	ENST00000559556 	413 	911 	413 	911 	53 	46 
ENST00000361681 	ENST00000361567 	397 	1571 	397 	1571 	53 	53 
ENST00000519409 	ENST00000523644 	244 	185 	244 	185 	52 	53 
ENST00000592379 	ENST00000475608 	58 	7 	59 	7 	52 	51 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	244 242 230 214 	67 	244 242 230 214 	67 	52 52 52 52 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3482 	825 358 381 376 382 383 381 358 	3482 	825 358 381 376 382 383 381 358 	52 	53 53 53 53 53 53 53 53 
ENST00000281382 	ENST00000432183 ENST00000482449 ENST00000494370 ENST00000449922 ENST00000415552 	1229 	593 553 99 341 380 	1229 	593 553 99 341 380 	53 	53 53 53 53 53 
ENST00000508814 	ENST00000510019 	301 	240 	301 	240 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3471 	797 330 348 214 212 553 353 385 353 330 	3474 	797 330 348 214 212 553 353 385 353 330 	47 	50 50 50 50 50 50 50 50 50 50 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2263 2164 1918 	153 282 	2271 2172 1926 	153 282 	44 44 44 	53 53 
ENST00000514253 	ENST00000511844 	512 	137 	512 	137 	53 	52 
ENST00000538789 	ENST00000472643 ENST00000531361 	1166 	690 521 	1166 	690 521 	52 	52 52 
ENST00000527158 	ENST00000330560 ENST00000380665 ENST00000523454 ENST00000521098 	1260 	1455 1336 458 180 	1260 	1455 1336 458 180 	53 	52 52 52 52 
ENST00000520464 ENST00000521335 ENST00000472364 	ENST00000495707 ENST00000359321 ENST00000546994 	4907 1612 1021 	1268 1332 155 	4907 1612 1021 	1268 1332 155 	53 53 53 	53 53 53 
ENST00000355497 ENST00000425646 	ENST00000287957 ENST00000493878 	2875 2842 	1352 1683 	2875 2842 	1352 1683 	34 34 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	479 	143 102 	485 	143 102 	46 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	278 	218 228 	278 	218 228 	53 	53 53 
ENST00000361681 	ENST00000361567 	489 	1652 	489 	1652 	36 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	462 	132 91 	463 	132 91 	51 	53 53 
ENST00000361681 	ENST00000361567 	489 	1652 	489 	1652 	36 	53 
ENST00000439011 	ENST00000444840 	487 	307 	490 	307 	49 	53 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	307 238 	186 145 	307 238 	186 145 	53 53 	51 51 
ENST00000514253 	ENST00000510019 	459 	199 	459 	199 	53 	52 
ENST00000225573 ENST00000512701 ENST00000222402 ENST00000395025 	ENST00000592225 	1707 6405 2175 112 	143 	1707 6405 2175 112 	143 	53 53 53 53 	32 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	2964 2865 2619 	273 	2964 2865 2619 	273 	53 53 53 	53 
ENST00000257904 	ENST00000546922 	1912 	681 	1912 	681 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3482 	815 348 371 366 372 373 571 371 371 348 	3482 	815 348 371 366 372 373 571 371 371 348 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000335185 	ENST00000525054 	3734 	458 	3734 	458 	53 	53 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4149 	44 65 44 	4149 	44 65 44 	52 	53 53 53 
ENST00000439593 	ENST00000552699 ENST00000267115 ENST00000549385 ENST00000395006 ENST00000547798 ENST00000423828 	77 	2213 1889 2031 1842 1757 2306 	77 	2213 1889 2031 1842 1757 2306 	53 	53 53 53 53 53 53 
ENST00000373484 	ENST00000414241 ENST00000458695 	3261 	1607 1506 	3261 	1607 1506 	53 	42 42 
ENST00000395270 ENST00000575107 	ENST00000473960 ENST00000393633 ENST00000457988 ENST00000455158 ENST00000421140 ENST00000422386 ENST00000573093 ENST00000577117 ENST00000576264 ENST00000577077 ENST00000571268 ENST00000576327 	5669 5669 	85 57 45 44 39 12 85 57 45 44 39 12 	5669 5669 	85 57 45 44 39 12 85 57 45 44 39 12 	53 53 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	372 	663 672 676 558 	372 	663 672 676 558 	51 	51 51 51 51 
ENST00000419932 	ENST00000316292 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000501580 	109 	2342 1969 1472 1595 1345 	111 	2342 1969 1472 1595 1345 	40 	53 53 53 53 53 
ENST00000257904 	ENST00000546922 	1924 	730 	1924 	730 	50 	53 
ENST00000527670 ENST00000458235 	ENST00000308580 	3854 3924 	2886 	3854 3924 	2886 	53 53 	53 
ENST00000508814 	ENST00000510019 	300 	241 	304 	241 	49 	53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1944 2076 2523 	251 	1946 2078 2525 	251 	51 51 51 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3034 2935 2689 	290 	3034 2935 2689 	290 	53 53 53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3487 	801 334 352 218 216 358 557 357 389 357 334 	3487 	801 334 352 218 216 358 557 357 389 357 334 	51 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000435881 ENST00000246912 ENST00000346833 ENST00000590050 	ENST00000590760 ENST00000589505 ENST00000588544 ENST00000590931 	2090 2248 1996 2199 	472 1052 710 857 	2090 2248 1996 2199 	482 1062 720 867 	53 53 53 53 	41 41 41 41 
ENST00000565813 	ENST00000562824 ENST00000563088 ENST00000564436 ENST00000570037 ENST00000562111 	79 	828 895 493 813 766 	79 	828 895 493 813 766 	53 	51 51 51 51 51 
ENST00000590534 	ENST00000436580 	322 	2678 	322 	2685 	51 	46 
ENST00000526284 	ENST00000595520 ENST00000355568 	928 	5 2736 	928 	13 2744 	52 	37 37 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	107 105 247 	3759 	107 105 247 	52 	53 53 53 
ENST00000560966 	ENST00000508682 ENST00000512968 ENST00000502890 ENST00000503494 ENST00000508044 ENST00000515417 ENST00000456394 	4885 	532 465 390 529 147 502 562 	4885 	532 465 390 529 147 502 562 	31 	53 53 53 53 53 53 53 
ENST00000393658 	ENST00000257963 	404 	2941 	410 	2941 	40 	53 
ENST00000222224 ENST00000605182 ENST00000575918 ENST00000609965 ENST00000608267 ENST00000608685 ENST00000608153 ENST00000608366 ENST00000575187 ENST00000571795 	ENST00000457463 ENST00000496327 ENST00000609747 ENST00000609528 ENST00000609069 ENST00000609050 ENST00000609872 ENST00000607918 ENST00000609759 ENST00000608536 ENST00000609681 ENST00000609344 ENST00000575721 ENST00000574887 ENST00000575489 ENST00000574335 	1229 1229 1229 1229 1229 1229 1229 1229 1229 1229 	649 697 649 697 649 697 649 697 649 697 649 697 649 697 649 697 	1229 1229 1229 1229 1229 1229 1229 1229 1229 1229 	649 697 649 697 649 697 649 697 649 697 649 697 649 697 649 697 	51 51 51 51 51 51 51 51 51 51 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000537364 ENST00000216099 ENST00000406451 	ENST00000373586 ENST00000474371 	434 160 6892 	903 543 	434 160 6892 	903 543 	53 53 53 	53 53 
