ENST00000361681 ENST00000506002 	ENST00000361567 ENST00000511037 	426 426 	1778 1778 	426 426 	1778 1778 	53 53 	34 34 
ENST00000536668 ENST00000535024 ENST00000546265 ENST00000381852 ENST00000576262 ENST00000573913 ENST00000576937 ENST00000572837 ENST00000571165 ENST00000572566 ENST00000574374 ENST00000572833 	ENST00000544420 ENST00000574127 ENST00000572651 	28 43 38 3 28 43 38 3 28 43 38 3 	55 55 55 	28 43 38 3 28 43 38 3 28 43 38 3 	55 55 55 	53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 
ENST00000463943 	ENST00000507623 ENST00000380638 	397 	59 59 	397 	59 59 	53 	53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	113 111 313 113 113 	4149 	113 111 313 113 113 	52 	53 53 53 53 53 
ENST00000565677 ENST00000569248 ENST00000564316 ENST00000565813 	ENST00000570037 ENST00000562111 	1388 1710 557 159 	740 693 	1389 1711 558 160 	740 693 	52 52 52 52 	53 53 
ENST00000536689 ENST00000312962 ENST00000537363 	ENST00000588972 ENST00000585437 	3597 2869 2114 	541 307 	3597 2869 2114 	541 307 	51 51 51 	53 53 
ENST00000432903 	ENST00000546656 	101 	391 	101 	391 	53 	52 
ENST00000328540 	ENST00000565250 ENST00000563067 	1782 	1448 1488 	1782 	1448 1488 	53 	53 53 
ENST00000265843 ENST00000428840 ENST00000443411 	ENST00000253332 ENST00000354675 ENST00000402676 ENST00000359755 	8641 8597 8283 	1031 721 1082 624 	8641 8597 8283 	1031 721 1082 624 	53 53 53 	53 53 53 53 
ENST00000409887 	ENST00000274867 ENST00000398904 ENST00000491083 ENST00000538976 	2867 	1476 1502 168 1502 	2867 	1476 1502 168 1502 	51 	53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	97 95 237 	3744 	97 95 237 	53 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	104 63 	482 	104 63 	53 	51 51 
ENST00000411432 	ENST00000278882 ENST00000358464 	4005 	836 806 	4005 	836 806 	53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1149 1166 	198 236 	1149 1166 	198 236 	52 52 	53 53 
ENST00000367187 ENST00000424712 ENST00000376088 ENST00000368931 ENST00000295294 ENST00000320393 ENST00000545529 ENST00000299576 ENST00000309377 ENST00000309357 ENST00000396648 ENST00000469275 ENST00000472718 ENST00000594930 	ENST00000422177 	7022 6832 7365 1678 1885 1942 2017 975 1055 960 996 610 1023 7365 	1713 	7022 6832 7365 1678 1885 1942 2017 975 1055 960 996 610 1023 7365 	1713 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	381 	72 15 	381 	72 15 	53 	52 52 
ENST00000361138 ENST00000249344 	ENST00000547697 ENST00000370238 	5333 3804 	3264 2457 	5333 3804 	3264 2457 	51 51 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3460 	825 358 381 376 382 383 381 358 	3460 	825 358 381 376 382 383 381 358 	53 	53 53 53 53 53 53 53 53 
ENST00000465342 	ENST00000476534 ENST00000336273 ENST00000456074 	3099 	2448 4681 838 	3099 	2448 4681 838 	48 	53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3005 2906 2660 	208 	3005 2906 2660 	208 	53 53 53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	86 84 226 	3746 	87 85 227 	51 	51 51 51 
ENST00000366559 ENST00000366557 	ENST00000478849 	4084 3711 	782 	4084 3711 	782 	52 52 	53 
ENST00000562824 ENST00000563088 ENST00000564436 ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	815 882 480 800 753 	1645 94 	815 882 480 800 753 	1645 94 	53 53 53 53 53 	53 53 
ENST00000449131 	ENST00000237837 	3544 	1233 	3544 	1240 	53 	34 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	101 99 241 	3744 	101 99 241 	53 	53 53 53 
ENST00000368614 ENST00000392638 ENST00000368610 ENST00000436928 ENST00000382021 ENST00000303525 ENST00000295065 ENST00000401003 ENST00000489047 ENST00000577663 ENST00000293272 ENST00000366113 ENST00000550746 ENST00000501271 ENST00000512264 ENST00000410026 ENST00000262126 ENST00000381800 ENST00000442032 ENST00000346141 ENST00000325752 ENST00000301335 ENST00000367942 ENST00000603197 ENST00000605140 ENST00000583900 ENST00000426371 	ENST00000604000 	4596 4781 4305 291 3262 3166 3692 313 3339 1214 882 761 3916 1232 580 9796 10477 876 17 912 1894 6864 3061 882 761 2574 1077 	2608 	4596 4781 4305 291 3262 3166 3692 313 3339 1214 882 761 3916 1232 580 9796 10477 876 17 912 1894 6864 3061 882 761 2574 1077 	2608 	49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 	53 
ENST00000307366 	ENST00000256497 	1126 	3282 	1126 	3282 	51 	53 
ENST00000361681 	ENST00000361567 	397 	1712 	397 	1712 	32 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	72 70 212 	3759 	72 70 212 	52 	52 52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	124 83 	484 	124 83 	53 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	124 83 	484 	124 83 	53 	53 53 
ENST00000595927 	ENST00000476855 	99 	1173 	100 	1173 	52 	52 
ENST00000271843 	ENST00000470300 ENST00000366508 ENST00000326225 ENST00000483900 ENST00000391829 ENST00000420969 	1217 	4169 5796 5678 2870 5678 5579 	1217 	4169 5796 5678 2870 5678 5579 	53 	52 52 52 52 52 52 
ENST00000526787 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000474036 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	826 	5555 6099 5826 5556 6203 6970 5826 5561 5828 5556 1711 918 5826 5826 5826 5826 	826 	5555 6099 5826 5556 6203 6970 5826 5561 5828 5556 1711 918 5826 5826 5826 5826 	53 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000514253 	ENST00000511844 	497 	114 	497 	114 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3008 2909 2663 	250 	3008 2909 2663 	250 	53 53 53 	52 
ENST00000592379 	ENST00000475608 	79 	6 	79 	6 	53 	52 
ENST00000514253 	ENST00000511844 	492 	101 	492 	101 	53 	53 
ENST00000327697 ENST00000457726 ENST00000486102 ENST00000487805 ENST00000433785 ENST00000498376 	ENST00000308388 	4168 4363 4419 5739 1413 601 	1450 	4168 4363 4419 5739 1413 601 	1450 	53 53 53 53 53 53 	53 
ENST00000429529 	ENST00000400358 ENST00000562438 ENST00000409719 ENST00000502489 ENST00000300215 ENST00000336278 ENST00000554457 ENST00000544692 ENST00000575714 ENST00000547697 ENST00000592259 ENST00000570298 ENST00000474216 ENST00000498576 ENST00000544779 ENST00000545170 ENST00000429774 	137 	4216 7467 2081 3583 3415 7467 3438 783 2774 3175 1890 3051 851 281 2193 5382 5334 	137 	4216 7467 2081 3583 3415 7467 3438 783 2774 3175 1890 3051 851 281 2193 5382 5334 	52 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000469528 ENST00000495588 	ENST00000508621 ENST00000467930 	147 23 	250 436 	149 25 	250 436 	44 44 	52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	87 30 	376 	87 30 	53 	50 50 
ENST00000292174 	ENST00000526143 	4276 	5454 	4276 	5454 	53 	48 
ENST00000534788 	ENST00000526143 	-9 	270 	0 	270 	43 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1109 1126 	301 	1109 1126 	301 	53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3008 2909 2663 	221 	3008 2909 2663 	221 	53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	793 326 344 210 208 549 349 381 349 326 	3482 	793 326 344 210 208 549 349 381 349 326 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000314675 	ENST00000263097 ENST00000606983 ENST00000348419 ENST00000564572 	2178 	2153 1724 1724 1962 	2178 	2153 1724 1724 1962 	53 	52 52 52 52 
ENST00000514253 	ENST00000511844 	510 	104 	510 	104 	43 	53 
ENST00000449494 ENST00000606118 	ENST00000451865 ENST00000598859 	189 189 	660 660 	189 189 	660 660 	52 52 	53 53 
ENST00000326831 ENST00000517802 	ENST00000462119 ENST00000359242 ENST00000294678 ENST00000356189 	2297 2879 	1057 3930 3907 555 	2298 2880 	1073 3946 3923 571 	34 34 	37 37 37 37 
ENST00000366628 ENST00000429591 	ENST00000397609 	4304 1605 	1687 	4304 1605 	1687 	52 52 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3364 	803 336 354 220 218 360 359 391 359 336 	3365 	803 336 354 220 218 360 359 391 359 336 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 	208 	101 60 79 	208 	101 60 79 	53 	53 53 53 
ENST00000314992 ENST00000558881 ENST00000528663 ENST00000533173 ENST00000549291 ENST00000480938 ENST00000504000 ENST00000547573 ENST00000524549 ENST00000494587 ENST00000524482 ENST00000526319 ENST00000279242 ENST00000532671 ENST00000480612 ENST00000475446 ENST00000479679 ENST00000366997 ENST00000587350 ENST00000370380 ENST00000470142 ENST00000393549 ENST00000594159 ENST00000506530 ENST00000296795 ENST00000464497 ENST00000522156 ENST00000465271 ENST00000366857 ENST00000463975 ENST00000409969 ENST00000263636 ENST00000475199 ENST00000486937 ENST00000587795 ENST00000563818 ENST00000396556 ENST00000429492 ENST00000521861 ENST00000575801 ENST00000336868 ENST00000392845 ENST00000465342 ENST00000367701 ENST00000603498 ENST00000392228 	ENST00000568364 ENST00000575571 	2521 1882 2471 2758 462 915 1243 323 2768 347 1005 839 944 1459 341 463 426 2698 204 199 2449 2446 824 1135 3971 746 273 2314 2152 1446 1252 5870 1476 10 776 51 4742 5887 1843 2022 2377 3998 3152 8643 204 296 	651 454 	2521 1882 2471 2758 462 915 1243 323 2768 347 1005 839 944 1459 341 463 426 2698 204 199 2449 2446 824 1135 3971 746 273 2314 2152 1446 1252 5870 1476 10 776 51 4742 5887 1843 2022 2377 3998 3152 8643 204 296 	651 454 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000563727 ENST00000514871 	ENST00000331595 ENST00000472615 ENST00000480756 ENST00000594173 ENST00000599593 ENST00000602170 	1883 1983 	1810 1641 1694 1810 1641 1694 	1883 1983 	1813 1644 1697 1813 1644 1697 	52 52 	50 50 50 50 50 50 
ENST00000447648 	ENST00000475900 	4495 	4064 	4495 	4064 	52 	33 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3492 	813 346 369 364 370 371 569 369 401 369 346 	3492 	813 346 369 364 370 371 569 369 401 369 346 	53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000546192 	ENST00000541273 ENST00000474004 ENST00000540535 ENST00000541656 ENST00000446652 ENST00000489781 ENST00000485724 	2211 	250 501 484 523 381 1610 496 	2211 	250 501 484 523 381 1610 496 	53 	53 53 53 53 53 53 53 
ENST00000518582 	ENST00000469867 ENST00000461972 	193 	1193 1330 	193 	1193 1330 	53 	53 53 
ENST00000525354 ENST00000563972 ENST00000209875 	ENST00000256366 	365 1221 8312 	1892 	365 1221 8312 	1892 	52 52 52 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	88 86 228 	3744 	88 86 228 	53 	53 53 53 
ENST00000381661 	ENST00000272227 ENST00000404371 ENST00000404824 ENST00000381611 ENST00000540494 	2924 	1285 1631 1653 1443 1373 	2924 	1285 1631 1653 1443 1373 	53 	53 53 53 53 53 
ENST00000421699 ENST00000291971 ENST00000590787 	ENST00000395125 	3506 3645 3939 	4517 	3506 3645 3939 	4538 	36 36 36 	32 
ENST00000373484 	ENST00000463378 ENST00000460669 	3355 	738 602 	3355 	738 602 	53 	51 51 
ENST00000514253 	ENST00000511844 	498 	137 	498 	137 	53 	52 
ENST00000514253 	ENST00000510019 	482 	191 	482 	205 	53 	39 
ENST00000463943 	ENST00000335179 ENST00000545072 	286 	73 16 	286 	73 16 	53 	52 52 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	307 238 	141 100 	307 238 	141 100 	53 53 	53 53 
ENST00000514253 	ENST00000510019 	484 	200 	484 	200 	53 	52 
ENST00000481001 ENST00000438585 ENST00000441576 ENST00000460505 ENST00000341949 ENST00000498498 ENST00000498794 ENST00000440857 ENST00000313778 ENST00000472331 ENST00000467457 ENST00000484831 ENST00000395462 	ENST00000452875 	531 502 1552 1732 1585 951 2836 1865 1819 925 1474 1662 1530 	3724 	533 504 1554 1734 1587 953 2838 1867 1821 927 1476 1664 1532 	3724 	50 50 50 50 50 50 50 50 50 50 50 50 50 	53 
ENST00000558189 ENST00000247178 	ENST00000355452 	2580 2633 	2923 	2580 2633 	2924 	38 38 	33 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3436 	829 362 385 380 386 387 385 362 	3436 	829 362 385 380 386 387 385 362 	53 	53 53 53 53 53 53 53 53 
ENST00000430252 ENST00000540275 	ENST00000599232 	432 432 	35 	432 432 	35 	46 46 	53 
ENST00000520674 ENST00000518025 ENST00000297164 ENST00000518856 ENST00000444782 	ENST00000522783 	2248 2379 2425 1348 2073 	2350 	2248 2379 2425 1348 2073 	2350 	53 53 53 53 53 	53 
ENST00000531383 ENST00000534026 ENST00000564733 	ENST00000565321 ENST00000569563 ENST00000295121 ENST00000554677 ENST00000423772 ENST00000481276 ENST00000573373 ENST00000408966 ENST00000497613 ENST00000409379 ENST00000396893 ENST00000486834 ENST00000469537 ENST00000427638 ENST00000411678 	1181 1015 2263 	6360 4288 1278 562 354 1970 561 1396 6360 4288 3085 1192 1339 323 2188 	1181 1015 2263 	6360 4288 1278 562 354 1970 561 1396 6360 4288 3085 1192 1339 323 2188 	51 51 51 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000514253 	ENST00000511844 	501 	115 	501 	115 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1134 1151 	293 	1134 1151 	293 	52 52 	52 
ENST00000592379 	ENST00000332361 	153 	2 	153 	2 	53 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1154 1171 	231 182 	1154 1171 	231 182 	52 52 	52 52 
ENST00000592379 	ENST00000475608 	152 	11 	152 	11 	53 	53 
ENST00000409887 	ENST00000513973 	2721 	2744 	2721 	2744 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1152 1169 	220 171 	1152 1169 	220 171 	53 53 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	287 	81 24 	287 	82 25 	53 	51 51 
ENST00000449131 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000460217 ENST00000438981 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	3571 	5812 6356 6083 5813 6460 7227 6083 5818 6085 5813 1968 210 174 6083 6083 6083 6083 	3571 	5812 6356 6083 5813 6460 7227 6083 5818 6085 5813 1968 210 174 6083 6083 6083 6083 	53 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
ENST00000393892 	ENST00000577172 ENST00000316603 	4052 	1317 1317 	4053 	1317 1317 	52 	53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	351 	618 627 631 513 	359 	618 627 631 513 	44 	53 53 53 53 
ENST00000376317 	ENST00000552564 ENST00000293379 	2698 	1935 2386 	2698 	1935 2386 	53 	51 51 
ENST00000279178 ENST00000310969 ENST00000396197 	ENST00000438796 	2021 1885 2754 	3687 	2031 1895 2764 	3687 	32 32 32 	53 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 ENST00000511844 	278 209 	76 86 131 90 	278 209 	76 86 131 90 	53 53 	51 51 51 51 
ENST00000462119 ENST00000604604 	ENST00000377255 	984 1429 	3661 	994 1627 	3675 	43 43 	39 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4148 	53 72 74 53 	4148 	53 72 74 53 	53 	53 53 53 53 
ENST00000514253 	ENST00000511844 	491 	135 	491 	135 	53 	53 
ENST00000508814 	ENST00000510019 	307 	255 	307 	255 	53 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2243 2144 1898 	245 	2243 2144 1898 	245 	53 53 53 	52 
ENST00000506437 	ENST00000368841 ENST00000458013 ENST00000368843 	482 	4741 4078 4855 	482 	4741 4078 4855 	52 	52 52 52 
ENST00000468508 	ENST00000497571 ENST00000469435 ENST00000542957 	1361 	855 773 861 	1361 	855 773 861 	53 	52 52 52 
ENST00000558250 ENST00000520668 ENST00000518578 ENST00000300038 ENST00000545748 ENST00000366577 ENST00000366576 ENST00000470570 ENST00000349139 ENST00000411857 	ENST00000284116 	329 33 1774 725 457 5054 3322 2272 6902 1811 	1522 	334 38 1779 730 462 5059 3327 2277 6907 1816 	1539 	31 31 31 31 31 31 31 31 31 31 	35 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3035 2936 2690 	287 	3035 2936 2690 	287 	52 52 52 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2266 2167 1921 	223 	2287 2188 1942 	223 	32 32 32 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3495 	819 352 375 370 376 377 575 375 375 352 	3495 	819 352 375 370 376 377 575 375 375 352 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	173 132 	443 	173 132 	53 	53 53 
ENST00000538326 ENST00000374394 	ENST00000330079 ENST00000607141 ENST00000316105 ENST00000609989 	1412 75 	2010 2010 3804 3804 	1412 75 	2010 2010 3804 3804 	53 53 	53 53 53 53 
ENST00000538183 ENST00000558583 	ENST00000566753 	7497 6080 	1669 	7497 6080 	1669 	51 51 	53 
ENST00000238831 	ENST00000572659 ENST00000310045 	7847 	8673 8673 	7848 	8673 8673 	33 	51 51 
ENST00000570780 ENST00000391950 	ENST00000441206 	1094 1111 	263 	1094 1111 	263 	52 52 	53 
ENST00000448814 	ENST00000498367 	2032 	866 	2032 	866 	52 	52 
ENST00000366559 ENST00000366557 	ENST00000462265 ENST00000478849 	4207 3834 	560 721 	4208 3835 	560 721 	52 52 	53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4128 	113 111 313 113 113 	4128 	113 111 313 113 113 	52 	53 53 53 53 53 
ENST00000223073 ENST00000489060 	ENST00000312675 ENST00000543006 ENST00000392857 ENST00000469718 	15231 1224 	13591 13534 5743 680 	15239 1232 	13591 13534 5743 680 	45 45 	52 52 52 52 
ENST00000455611 	ENST00000502586 ENST00000504292 	2282 	705 348 	2282 	705 348 	49 	53 53 
ENST00000222402 	ENST00000434385 	2264 	511 	2273 	526 	41 	31 
ENST00000508814 	ENST00000510210 ENST00000512493 	288 	220 230 	288 	220 230 	53 	52 52 
ENST00000449131 	ENST00000498161 ENST00000599364 	4143 	41 41 	4143 	41 41 	53 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3054 2955 2709 	325 	3054 2955 2709 	325 	53 53 53 	51 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1110 1127 	229 180 	1110 1127 	229 180 	53 53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3768 	98 96 238 	3768 	98 96 238 	53 	53 53 53 
ENST00000373484 	ENST00000414241 ENST00000458695 	3235 	1634 1533 	3235 	1634 1533 	53 	51 51 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	243 241 229 213 	60 	243 241 229 213 	60 	53 53 53 53 	53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	357 	654 663 667 549 	359 	654 663 667 549 	50 	53 53 53 53 
ENST00000592379 	ENST00000475608 	54 	6 	54 	6 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3416 	824 357 380 375 381 382 380 357 	3416 	824 357 380 375 381 382 380 357 	52 	51 51 51 51 51 51 51 51 
ENST00000297268 ENST00000473573 ENST00000497316 ENST00000461525 	ENST00000224237 ENST00000487938 ENST00000469543 ENST00000421459 ENST00000495528 ENST00000544301 	2448 314 374 66 	791 791 729 124 384 1059 	2448 314 374 66 	791 791 729 124 384 1059 	53 53 53 53 	53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	351 	81 24 	351 	81 24 	53 	52 52 
ENST00000258873 	ENST00000559803 	4834 	947 	4835 	947 	51 	53 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000424633 ENST00000454660 ENST00000431782 ENST00000432393 ENST00000424565 ENST00000406939 ENST00000588627 ENST00000471280 	73 73 73 	267 267 263 267 262 264 2041 257 	73 73 73 	267 267 263 267 262 264 2041 257 	53 53 53 	52 52 52 52 52 52 52 52 
ENST00000514253 	ENST00000511844 	496 	62 	496 	62 	53 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	447 	146 105 	447 	146 105 	53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	102 100 242 	3744 	102 100 242 	53 	53 53 53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4146 	105 307 107 107 	4146 	105 307 107 107 	52 	52 52 52 52 
