ENST00000536784 ENST00000541505 ENST00000227880 ENST00000544101 ENST00000543406 	ENST00000540112 	396 1747 2055 493 4526 	1902 	396 1747 2055 493 4526 	1902 	53 53 53 53 53 	53 
ENST00000419932 	ENST00000563319 ENST00000566301 ENST00000349223 ENST00000346183 ENST00000329524 ENST00000562926 ENST00000563796 ENST00000563288 ENST00000535127 ENST00000342320 ENST00000342295 ENST00000355476 ENST00000553456 ENST00000376775 ENST00000273286 ENST00000600661 	239 	4073 3791 3955 3666 3770 3699 3704 3741 4145 1803 1905 2016 456 1228 1289 1228 	240 	4089 3807 3971 3682 3786 3715 3720 3757 4161 1819 1921 2032 472 1244 1305 1244 	52 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000369161 	ENST00000302278 ENST00000494395 ENST00000396033 ENST00000374956 ENST00000423113 	692 	1758 164 1829 1768 1693 	692 	1758 164 1829 1768 1693 	33 	53 53 53 53 53 
ENST00000281382 	ENST00000415552 	1278 	486 	1278 	486 	53 	53 
ENST00000531383 ENST00000534026 ENST00000564733 	ENST00000444724 ENST00000498273 ENST00000586448 ENST00000255226 ENST00000589658 ENST00000295628 ENST00000448299 ENST00000343381 ENST00000358785 ENST00000377038 ENST00000265715 	1182 1016 2264 	2754 3236 3409 3904 1609 4890 1428 1690 1629 1758 4228 	1182 1016 2264 	2754 3236 3409 3904 1609 4890 1428 1690 1629 1758 4228 	53 53 53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3746 	103 101 243 	3746 	103 101 243 	53 	52 52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3480 	816 349 372 367 373 374 572 372 372 349 	3480 	816 349 372 367 373 374 572 372 372 349 	53 	52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	105 307 107 107 	4149 	105 307 107 107 	52 	52 52 52 52 
ENST00000565367 ENST00000164305 ENST00000565502 ENST00000563742 ENST00000562751 ENST00000539642 	ENST00000425574 	1617 1976 589 1742 561 1617 	1880 	1617 1976 589 1742 561 1617 	1880 	53 53 53 53 53 53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000430907 ENST00000450676 ENST00000599364 	3416 	815 348 371 366 372 373 371 371 348 	3418 	815 348 371 366 372 373 371 371 348 	50 	53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4143 	76 78 	4143 	76 78 	53 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	89 87 229 	3764 	89 87 229 	47 	53 53 53 
ENST00000444362 ENST00000453521 	ENST00000492508 ENST00000482352 	1694 805 	100 281 	1694 805 	100 281 	52 52 	53 53 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000462261 	7831 2065 574 	1509 	7831 2065 574 	1509 	53 53 53 	53 
ENST00000514253 	ENST00000511844 	495 	60 	495 	60 	53 	53 
ENST00000547408 	ENST00000394023 	627 	4083 	627 	4083 	52 	39 
ENST00000526743 	ENST00000534706 	1870 	668 	1870 	668 	53 	51 
ENST00000514247 	ENST00000507479 	2224 	596 	2224 	596 	53 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	479 	124 83 	480 	124 83 	51 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	287 	242 252 	287 	242 252 	53 	53 53 
ENST00000271375 	ENST00000392385 ENST00000508075 ENST00000409562 ENST00000531169 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000295025 	6269 	468 442 2239 2416 1242 1160 1521 3712 8222 	6269 	486 460 2257 2434 1260 1178 1539 3730 8240 	52 	33 33 33 33 33 33 33 33 33 
ENST00000514253 	ENST00000511844 	498 	36 	498 	36 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3494 	786 337 170 203 201 342 542 342 374 342 	3494 	786 337 170 203 201 342 542 342 374 342 	53 	52 52 52 52 52 52 52 52 52 52 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	307 238 	109 68 	307 238 	109 68 	53 53 	53 53 
ENST00000217233 	ENST00000526639 ENST00000529904 ENST00000527158 ENST00000529201 	15 	512 65 34 26 	15 	512 65 34 26 	35 	52 52 52 52 
ENST00000531742 ENST00000594020 	ENST00000249923 ENST00000439561 	1831 1831 	2004 1949 	1831 1831 	2011 1956 	52 52 	45 45 
ENST00000377663 	ENST00000585994 	2533 	119 	2552 	139 	34 	33 
ENST00000570780 ENST00000391950 	ENST00000441206 	1080 1097 	180 	1080 1097 	180 	53 53 	52 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1118 1135 	199 237 	1118 1135 	199 237 	53 53 	53 53 
ENST00000592379 	ENST00000475608 	41 	13 	49 	13 	45 	52 
ENST00000538183 ENST00000558583 	ENST00000508075 ENST00000469632 ENST00000566753 	7497 6080 	568 675 1647 	7497 6080 	577 684 1656 	51 51 	43 43 43 
ENST00000562496 	ENST00000600313 ENST00000225724 ENST00000445123 ENST00000600714 ENST00000601257 ENST00000295240 ENST00000392663 ENST00000472667 ENST00000581050 	105 	450 1339 454 611 596 1851 1483 1246 636 	105 	454 1343 458 615 600 1855 1487 1250 640 	53 	38 38 38 38 38 38 38 38 38 
ENST00000508814 	ENST00000510210 ENST00000512493 	283 	251 261 	283 	251 261 	53 	44 44 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	81 24 	365 	81 24 	53 	52 52 
ENST00000490126 ENST00000225410 ENST00000590827 ENST00000590424 ENST00000562164 ENST00000569480 	ENST00000588377 ENST00000268852 ENST00000593275 ENST00000561703 	822 848 778 4321 848 794 	3922 2967 912 3448 	822 848 778 4321 848 794 	3922 2967 912 3448 	52 52 52 52 52 52 	53 53 53 53 
ENST00000260649 	ENST00000420756 	2691 	187 	2691 	187 	52 	50 
ENST00000449131 	ENST00000492727 ENST00000450676 	4156 	96 98 	4156 	96 98 	53 	50 50 
ENST00000526743 	ENST00000534706 	1687 	672 	1687 	672 	53 	53 
ENST00000343571 	ENST00000542575 ENST00000434726 ENST00000594991 ENST00000412532 	1120 	2371 1363 1522 1280 	1120 	2371 1363 1522 1280 	31 	52 52 52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1152 1169 	199 150 	1152 1169 	199 150 	53 53 	52 52 
ENST00000551954 	ENST00000550164 ENST00000347471 ENST00000552674 ENST00000267064 	930 	3929 3656 3562 3908 	930 	3929 3656 3562 3908 	52 	51 51 51 51 
ENST00000430252 ENST00000540275 	ENST00000598098 ENST00000599909 	439 439 	131 120 	439 439 	131 120 	53 53 	52 52 
ENST00000463943 	ENST00000265742 	389 	1938 	389 	1938 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3483 	804 337 355 221 219 361 560 360 392 360 337 	3483 	804 337 355 221 219 361 560 360 392 360 337 	51 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000463943 	ENST00000287097 ENST00000437994 ENST00000422508 	402 	6740 7008 6828 	402 	6740 7008 6828 	53 	53 53 53 
ENST00000320934 	ENST00000529622 	4540 	368 	4540 	368 	53 	53 
ENST00000592379 	ENST00000475608 	149 	6 	149 	6 	53 	52 
ENST00000281382 	ENST00000557531 ENST00000437982 ENST00000449922 ENST00000415552 ENST00000555758 	1152 	34 452 452 491 452 	1152 	34 452 452 491 452 	50 	50 50 50 50 50 
ENST00000377351 ENST00000335972 ENST00000604887 ENST00000605619 	ENST00000368474 ENST00000368471 ENST00000292205 	1619 1712 1619 1712 	6220 6115 6149 	1619 1712 1619 1712 	6220 6115 6149 	52 52 52 52 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	285 	77 20 	285 	77 20 	53 	52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	129 88 	482 	129 88 	53 	52 52 
ENST00000241527 ENST00000488567 ENST00000455202 	ENST00000405547 	4149 3584 2377 	3921 	4152 3587 2380 	3921 	50 50 50 	53 
ENST00000439231 	ENST00000227507 	345 	2393 	347 	2393 	33 	50 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	164 123 	484 	164 123 	53 	52 52 
ENST00000575479 	ENST00000246957 ENST00000538171 ENST00000571804 ENST00000571538 	213 	457 214 445 428 	213 	457 214 445 428 	50 	52 52 52 52 
ENST00000601871 	ENST00000484412 ENST00000442730 ENST00000494862 	1477 	544 581 275 	1477 	544 581 275 	51 	53 53 53 
ENST00000361681 	ENST00000361567 ENST00000511037 	447 	1769 1769 	447 	1769 1769 	53 	43 43 
ENST00000478631 ENST00000371513 	ENST00000571310 ENST00000532950 	1217 1044 	784 784 	1217 1044 	784 784 	52 52 	52 52 
ENST00000463943 	ENST00000507623 ENST00000380638 	404 	59 59 	404 	59 59 	53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1093 1110 	263 	1094 1111 	263 	52 52 	53 
ENST00000258873 	ENST00000557960 ENST00000441490 	4695 	56 909 	4710 	56 909 	38 	53 53 
ENST00000514253 	ENST00000511844 	495 	92 	495 	92 	53 	53 
ENST00000312675 ENST00000543006 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000429412 ENST00000546113 ENST00000392385 ENST00000508075 ENST00000469632 ENST00000409562 ENST00000493254 ENST00000476149 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000604604 ENST00000518152 ENST00000519167 ENST00000261200 	13402 13345 4709 4709 2900 4708 	2498 2498 719 693 800 2490 1813 2665 1493 1411 1772 843 501 291 7022 	13419 13362 4726 4726 2917 4725 	2515 2515 736 710 817 2507 1830 2682 1510 1428 1789 860 518 308 7039 	36 36 36 36 36 36 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	96 94 236 	3744 	96 94 236 	53 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1106 1123 	294 	1106 1123 	294 	53 53 	53 
ENST00000550466 ENST00000553262 ENST00000580201 	ENST00000295240 ENST00000392663 ENST00000472667 	702 702 127 	2081 1713 1476 	722 722 147 	2089 1721 1484 	32 32 32 	45 45 45 
ENST00000528029 	ENST00000526334 ENST00000526945 	2062 	578 491 	2062 	578 491 	53 	51 51 
ENST00000312547 ENST00000600804 	ENST00000301284 ENST00000586684 ENST00000590872 ENST00000587016 	87 53 	1446 1427 2275 127 	87 53 	1446 1427 2275 127 	49 49 	53 53 53 53 
ENST00000494643 ENST00000455730 	ENST00000452508 ENST00000278616 	109 409 	10859 11055 	109 409 	10859 11055 	51 51 	53 53 
ENST00000272462 ENST00000427178 	ENST00000373316 ENST00000433720 ENST00000597340 	1768 930 	4571 488 4571 	1768 930 	4571 488 4571 	33 33 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1107 1124 	293 	1107 1124 	293 	52 52 	32 
ENST00000543469 	ENST00000448874 ENST00000409115 ENST00000341369 ENST00000481928 	2350 	1019 1056 1052 1505 	2350 	1019 1056 1052 1505 	53 	53 53 53 53 
ENST00000534030 	ENST00000530320 	418 	508 	418 	527 	53 	34 
ENST00000242505 	ENST00000469143 ENST00000557141 	4344 	12 351 	4344 	12 351 	53 	52 52 
ENST00000361681 	ENST00000361567 	466 	1744 	466 	1744 	53 	52 
ENST00000310447 ENST00000472067 ENST00000482541 ENST00000524591 ENST00000529978 ENST00000409177 ENST00000263063 ENST00000358107 ENST00000567020 ENST00000564879 ENST00000450791 ENST00000204726 ENST00000215957 ENST00000564733 ENST00000381614 	ENST00000392255 ENST00000500320 ENST00000588320 ENST00000302692 ENST00000559079 ENST00000436580 	2776 5447 1128 3844 3872 2264 2805 3151 5253 4000 7526 7901 4380 2164 1950 	1119 2023 168 2551 1519 2854 	2785 5456 1137 3853 3881 2273 2814 3160 5262 4009 7535 7910 4389 2173 1959 	1119 2023 168 2551 1519 2854 	43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 	52 52 52 52 52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	88 86 228 	3744 	88 86 228 	53 	53 53 53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1946 2078 2525 	314 	1946 2078 2525 	314 	53 53 53 	52 
ENST00000170447 	ENST00000442415 	2782 	3032 	2782 	3032 	52 	51 
ENST00000526743 	ENST00000528784 	1436 	828 	1436 	828 	53 	51 
ENST00000514253 	ENST00000511844 	512 	42 	515 	42 	50 	51 
ENST00000508814 ENST00000514253 	ENST00000510019 	304 235 	228 	304 235 	228 	50 50 	53 
ENST00000372824 	ENST00000321660 	53 	1315 	72 	1315 	32 	31 
ENST00000279147 ENST00000544096 ENST00000536870 ENST00000537272 	ENST00000499527 	1936 3237 1735 532 	1640 	1954 3255 1753 550 	1650 	35 35 35 35 	43 
ENST00000392385 	ENST00000538183 ENST00000476192 ENST00000497426 ENST00000474698 	394 	7688 5179 5179 5178 	394 	7688 5179 5179 5178 	36 	52 52 52 52 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	129 88 	482 	129 88 	53 	52 52 
ENST00000592379 	ENST00000582736 	37 	99 	38 	99 	42 	53 
ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	783 736 	1752 201 	783 736 	1752 201 	53 53 	47 47 
ENST00000377627 	ENST00000542246 ENST00000377573 	1763 	1756 1693 	1763 	1756 1693 	52 	52 52 
ENST00000335185 	ENST00000525054 	3720 	516 	3720 	516 	51 	53 
ENST00000320934 	ENST00000529622 	4572 	349 	4572 	349 	53 	53 
ENST00000533877 	ENST00000480958 	473 	1202 	473 	1202 	35 	53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4128 	102 304 104 104 	4128 	102 304 104 104 	52 	35 35 35 35 
ENST00000217320 ENST00000436941 	ENST00000465985 	863 228 	166 	865 230 	166 	51 51 	52 
ENST00000217320 ENST00000436941 	ENST00000465985 	863 228 	166 	863 228 	166 	53 53 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3470 	814 347 370 365 371 372 570 370 402 370 347 	3470 	814 347 370 365 371 372 570 370 402 370 347 	51 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000440886 	ENST00000596273 ENST00000595683 ENST00000599256 ENST00000358361 ENST00000409835 ENST00000393328 ENST00000507970 ENST00000514121 ENST00000451526 ENST00000502385 ENST00000393331 ENST00000378679 ENST00000373202 ENST00000477693 ENST00000546957 ENST00000368849 ENST00000392712 ENST00000368848 ENST00000353024 ENST00000495565 ENST00000474029 ENST00000463213 ENST00000320741 ENST00000444204 ENST00000412955 ENST00000394114 ENST00000475168 ENST00000411486 ENST00000432087 ENST00000441687 ENST00000531120 ENST00000423335 ENST00000558318 ENST00000393389 ENST00000526731 ENST00000504333 ENST00000318037 	2322 	94 96 533 1498 2056 239 184 228 175 239 292 361 2468 1012 223 2545 2380 2467 2368 65 143 676 2632 2669 2705 235 2795 2668 2506 2413 3723 2331 2468 2838 2002 95 2998 	2324 	113 115 552 1517 2075 258 203 247 194 258 311 380 2487 1031 242 2564 2399 2486 2387 84 162 695 2651 2688 2724 254 2814 2687 2525 2432 3742 2350 2487 2857 2021 114 3017 	31 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000560240 ENST00000569640 ENST00000569475 ENST00000448477 ENST00000358053 ENST00000313733 ENST00000471817 ENST00000493423 ENST00000380860 ENST00000502979 ENST00000569785 ENST00000339208 ENST00000346661 ENST00000486901 ENST00000315599 ENST00000301357 ENST00000561387 ENST00000596244 ENST00000290208 ENST00000414011 ENST00000423147 ENST00000379284 ENST00000379287 ENST00000498350 ENST00000565417 ENST00000592423 ENST00000535570 ENST00000367157 ENST00000319863 ENST00000354286 ENST00000586649 ENST00000417960 ENST00000366090 ENST00000426894 ENST00000366254 ENST00000265843 ENST00000428840 ENST00000443411 ENST00000460412 ENST00000398468 ENST00000602059 ENST00000538285 ENST00000548869 ENST00000547539 ENST00000499676 ENST00000431544 ENST00000556227 ENST00000491939 ENST00000334363 ENST00000553901 ENST00000602075 ENST00000496007 ENST00000482365 ENST00000470153 ENST00000371378 ENST00000594245 ENST00000587350 ENST00000391366 ENST00000577714 ENST00000320892 ENST00000374329 ENST00000484365 ENST00000497417 ENST00000592083 ENST00000485556 ENST00000224756 ENST00000337179 ENST00000415493 ENST00000549992 ENST00000548150 ENST00000491289 ENST00000515210 ENST00000543897 ENST00000538326 ENST00000419988 ENST00000366779 ENST00000520809 ENST00000579014 ENST00000597777 ENST00000361138 ENST00000553632 ENST00000361742 ENST00000435464 ENST00000370693 ENST00000536349 ENST00000540391 ENST00000535028 ENST00000480100 ENST00000343813 ENST00000393473 ENST00000480170 ENST00000415142 ENST00000393477 ENST00000393474 ENST00000410042 ENST00000392876 ENST00000600354 ENST00000368608 ENST00000296161 ENST00000541076 ENST00000606320 ENST00000262644 ENST00000592582 ENST00000535581 ENST00000275820 ENST00000426639 ENST00000592790 ENST00000462972 ENST00000492957 ENST00000494429 ENST00000561733 ENST00000571882 ENST00000468621 ENST00000423071 ENST00000373510 ENST00000374394 ENST00000436137 ENST00000567298 ENST00000396834 ENST00000446344 ENST00000570727 ENST00000492088 ENST00000586372 ENST00000571995 ENST00000493328 ENST00000265732 ENST00000481551 ENST00000589291 ENST00000392845 ENST00000454964 ENST00000555661 ENST00000586510 ENST00000550406 ENST00000393860 ENST00000450253 ENST00000249344 ENST00000520176 ENST00000375190 ENST00000589966 ENST00000560342 ENST00000549240 ENST00000556588 ENST00000553448 ENST00000532995 ENST00000442073 ENST00000502939 ENST00000523288 ENST00000373019 ENST00000590872 ENST00000557830 ENST00000459976 ENST00000566805 ENST00000568720 ENST00000571669 ENST00000263092 ENST00000600519 ENST00000452475 ENST00000395176 ENST00000375120 ENST00000567998 ENST00000585388 ENST00000367696 ENST00000258349 ENST00000377495 ENST00000480516 ENST00000575028 ENST00000608988 ENST00000574873 ENST00000603572 ENST00000603498 ENST00000590517 ENST00000592608 ENST00000588310 ENST00000589806 ENST00000588148 ENST00000585991 ENST00000586623 ENST00000592344 ENST00000366385 ENST00000366384 ENST00000547359 ENST00000366398 ENST00000549657 ENST00000420788 ENST00000546958 ENST00000549371 ENST00000548287 ENST00000553159 ENST00000394517 	ENST00000592605 	186 114 89 216 2742 2778 1468 1599 782 452 1957 5862 5768 74 2835 2471 1435 229 460 98 236 5994 6684 141 1905 2032 26 2623 2531 2147 254 180 143 143 206 7161 7117 6803 156 1773 51 1566 1064 312 5853 161 1023 1202 1213 1368 213 2970 1259 491 374 255 111 1400 -7 4496 212 320 991 10 1850 4656 2284 2268 1983 243 238 169 804 1419 42 2491 115 1588 373 5326 112 3584 3028 3202 2413 1305 1276 500 3591 128 90 389 128 128 85 3012 313 2052 3310 5198 5413 3342 2785 3541 3371 2976 1132 100 166 721 306 157 18 354 4333 82 906 3072 181 5432 89 796 2488 1868 2556 1358 3238 42 6621 301 2838 207 114 154 9461 3797 206 1785 1037 769 1253 956 458 637 143 161 1230 199 1205 398 258 378 82 3124 3247 3616 833 1550 4909 2315 616 6011 5738 1957 1956 833 1484 1550 2032 111 2032 2032 2032 2032 2032 2032 2032 2032 13 43 63 49 60 201 63 63 63 32 23 	295 	207 135 110 237 2763 2799 1489 1620 803 473 1978 5883 5789 95 2856 2492 1456 250 481 119 257 6015 6705 162 1926 2053 47 2644 2552 2168 275 201 164 164 227 7182 7138 6824 177 1794 72 1587 1085 333 5874 182 1044 1223 1234 1389 234 2991 1280 512 395 276 132 1421 14 4517 233 341 1012 31 1871 4677 2305 2289 2004 264 259 190 825 1440 63 2512 136 1609 394 5347 133 3605 3049 3223 2434 1326 1297 521 3612 149 111 410 149 149 106 3033 334 2073 3331 5219 5434 3363 2806 3562 3392 2997 1153 121 187 742 327 178 39 375 4354 103 927 3093 202 5453 110 817 2509 1889 2577 1379 3259 63 6642 322 2859 228 135 175 9482 3818 227 1806 1058 790 1274 977 479 658 164 182 1251 220 1226 419 279 399 103 3145 3268 3637 854 1571 4930 2336 637 6032 5759 1978 1977 854 1505 1571 2053 132 2053 2053 2053 2053 2053 2053 2053 2053 34 64 84 70 81 222 84 84 84 53 44 	295 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 	52 
ENST00000449494 ENST00000606118 	ENST00000451865 ENST00000598859 	208 208 	788 788 	208 208 	788 788 	53 53 	53 53 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4149 	53 72 74 53 	4149 	53 72 74 53 	52 	53 53 53 53 
ENST00000314675 	ENST00000319041 	2108 	579 	2108 	579 	53 	52 
ENST00000361681 	ENST00000361567 	448 	1620 	448 	1620 	52 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	245 196 	1154 1171 	245 196 	47 47 	53 53 
ENST00000569248 ENST00000565813 	ENST00000570037 ENST00000562111 	1733 182 	802 755 	1733 182 	802 755 	53 53 	53 53 
ENST00000592379 	ENST00000582736 	23 	117 	23 	117 	51 	53 
ENST00000518352 	ENST00000396642 	260 	1131 	260 	1131 	53 	48 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3080 2981 2735 	325 	3081 2982 2736 	325 	48 48 48 	51 
ENST00000558211 	ENST00000296468 ENST00000503928 ENST00000515130 	473 	2992 59 3206 	475 	3005 72 3219 	51 	32 32 32 
ENST00000377411 	ENST00000377223 	2278 	2202 	2286 	2202 	42 	52 
ENST00000508814 ENST00000514253 	ENST00000510019 	306 237 	230 	306 237 	230 	53 53 	52 
