ENST00000574872 	ENST00000519266 ENST00000520221 	681 	194 34 	681 	194 34 	44 	53 53 
ENST00000438150 ENST00000457749 	ENST00000257181 	4717 4102 	4260 	4717 4102 	4278 	53 53 	33 
ENST00000489344 ENST00000376759 ENST00000376755 ENST00000354480 ENST00000430348 ENST00000598279 ENST00000598825 ENST00000593579 ENST00000600134 ENST00000599660 	ENST00000376775 ENST00000600661 	169 276 442 418 908 169 276 908 442 418 	323 323 	169 276 442 418 908 169 276 908 442 418 	323 323 	50 50 50 50 50 50 50 50 50 50 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	419 	187 187 	419 	53 53 	51 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	235 227 	48 48 	235 227 	48 48 	52 52 	53 53 
ENST00000265299 ENST00000409881 	ENST00000419932 	2459 2215 	311 	2459 2215 	311 	52 52 	36 
ENST00000484430 ENST00000398981 	ENST00000604922 	519 527 	292 	519 527 	292 	53 53 	52 
ENST00000305135 ENST00000472593 	ENST00000472442 	6022 5255 	274 	6022 5255 	274 	38 38 	37 
ENST00000484310 ENST00000496430 ENST00000480600 ENST00000462092 ENST00000490780 ENST00000539140 	ENST00000498239 ENST00000545121 	213 100 125 290 266 226 	14 14 	213 100 125 290 266 226 	14 14 	53 53 53 53 53 53 	53 53 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4169 	239 240 	4169 	53 53 	53 
ENST00000323496 	ENST00000463943 	258 	381 	258 	381 	52 	52 
ENST00000425848 ENST00000461583 ENST00000470915 ENST00000445222 ENST00000454091 ENST00000488889 ENST00000414592 ENST00000464713 ENST00000478258 ENST00000462986 ENST00000552493 ENST00000412585 ENST00000498007 ENST00000434333 ENST00000474381 	ENST00000445820 ENST00000428199 	293 208 227 364 547 515 211 208 206 206 211 235 227 364 81 	185 185 	293 208 227 364 547 515 211 208 206 206 211 235 227 364 81 	185 185 	49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 	51 51 
ENST00000409601 ENST00000483867 	ENST00000451608 	695 917 	4836 	695 917 	4836 	53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	408 	197 197 	408 	53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	402 	205 205 	402 	52 52 	53 
ENST00000377038 	ENST00000589275 	5253 	1520 	5253 	1520 	53 	52 
ENST00000497281 ENST00000488434 ENST00000600061 ENST00000596187 	ENST00000445622 	144 144 144 144 	139 	144 144 144 144 	139 	53 53 53 53 	52 
ENST00000498161 ENST00000425761 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 554 354 386 354 331 	4133 	331 349 554 354 386 354 331 	4133 	53 53 53 53 53 53 53 	53 
ENST00000229270 ENST00000396705 ENST00000488464 ENST00000493987 ENST00000462761 ENST00000495834 ENST00000535434 ENST00000601074 ENST00000595390 ENST00000599583 ENST00000598287 ENST00000597066 ENST00000594265 ENST00000595602 	ENST00000371602 ENST00000349014 ENST00000396029 	696 284 289 502 260 528 529 696 284 289 529 502 260 528 	4867 4844 5115 	696 284 289 502 260 528 529 696 284 289 529 502 260 528 	4867 4844 5115 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	35 35 35 
ENST00000433385 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	204 	420 346 420 346 	204 	420 346 420 346 	53 	52 52 52 52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4213 	76 74 216 	4213 	53 53 53 	53 
ENST00000547522 	ENST00000445820 ENST00000428199 	83 	457 457 	83 	457 457 	53 	53 53 
ENST00000503702 	ENST00000571707 ENST00000401453 	319 	1368 2486 	328 	1368 2486 	34 	53 53 
ENST00000401418 ENST00000327274 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	59 82 59 82 59 59 59 68 	129 	59 82 59 82 59 59 59 68 	129 	53 53 53 53 53 53 53 53 	53 
ENST00000532636 ENST00000533540 ENST00000534624 ENST00000453788 ENST00000532091 ENST00000227378 ENST00000534319 ENST00000526110 ENST00000524552 	ENST00000368323 	1349 869 1506 1506 976 1237 936 1179 296 	2713 	1349 869 1506 1506 976 1237 936 1179 296 	2729 	52 52 52 52 52 52 52 52 52 	33 
ENST00000425761 ENST00000406984 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	335 168 340 540 340 372 340 	4128 	335 168 340 540 340 372 340 	4128 	53 53 53 53 53 53 53 	52 
ENST00000296582 ENST00000309166 ENST00000469275 ENST00000504366 	ENST00000572659 ENST00000571350 ENST00000215730 ENST00000310045 ENST00000358689 ENST00000420886 ENST00000267176 ENST00000377038 ENST00000481822 	2292 3008 545 1140 	7269 1829 3730 7269 2399 9237 9234 1530 1829 	2292 3008 545 1140 	7269 1829 3730 7269 2399 9237 9234 1530 1829 	45 45 45 45 	43 43 43 43 43 43 43 43 43 
ENST00000312465 ENST00000456523 ENST00000503413 	ENST00000274140 	1179 1035 902 	4864 	1179 1035 902 	4879 	53 53 53 	36 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	43 	271 271 263 271 	43 	53 53 53 53 	53 
ENST00000253332 ENST00000354675 ENST00000402676 ENST00000359755 	ENST00000536769 ENST00000339647 ENST00000546120 	4773 4463 4824 4366 	2302 1289 564 	4779 4469 4830 4372 	2309 1296 571 	47 47 47 47 	31 31 31 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000389400 ENST00000411660 	ENST00000604922 	627 601 	227 	627 601 	227 	52 52 	52 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 	ENST00000604922 	535 537 411 519 	243 	535 537 411 519 	243 	53 53 53 53 	53 
ENST00000568556 	ENST00000563995 	16 	33 	16 	33 	51 	51 
ENST00000419135 ENST00000433153 ENST00000429840 ENST00000491984 ENST00000457903 ENST00000479546 ENST00000445075 ENST00000482006 ENST00000450871 ENST00000471639 ENST00000469883 	ENST00000603274 	62 62 69 81 106 49 45 66 134 49 68 	451 	62 62 69 81 106 49 45 66 134 49 68 	451 	49 49 49 49 49 49 49 49 49 49 49 	46 
ENST00000508075 ENST00000557845 	ENST00000295025 	206 137 	9024 	213 144 	9024 	46 46 	41 
ENST00000462119 	ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000312675 ENST00000543006 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000478687 ENST00000463222 ENST00000564458 ENST00000564795 	1104 	6559 4032 6364 345 5128 13118 13061 3564 7212 1875 1504 15406 1375 1251 6807 520 327 1056 1056 	1118 	6565 4038 6370 351 5134 13124 13067 3570 7218 1881 1510 15412 1381 1257 6813 526 333 1062 1062 	37 	47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 47 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000444831 ENST00000440049 ENST00000469899 	ENST00000515262 	131 321 156 113 53 41 41 41 64 41 64 41 41 64 35 41 41 	159 	131 321 156 113 53 41 41 41 64 41 64 41 41 64 35 41 41 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000357618 	ENST00000563992 	3333 	1679 	3351 	1679 	35 	46 
ENST00000231368 	ENST00000367182 ENST00000305817 ENST00000344248 ENST00000267205 ENST00000544724 ENST00000511001 ENST00000394072 ENST00000254051 ENST00000324238 ENST00000532312 	7059 	9533 1558 2668 2473 180 112 1298 3191 2185 1230 	7059 	9533 1558 2668 2473 180 112 1298 3191 2185 1230 	35 	52 52 52 52 52 52 52 52 52 52 
ENST00000380737 ENST00000524169 ENST00000315985 ENST00000518215 ENST00000518890 ENST00000517754 ENST00000518208 	ENST00000466681 	1488 688 1220 1028 1074 1456 1404 	2649 	1488 688 1220 1028 1074 1456 1404 	2649 	53 53 53 53 53 53 53 	50 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3785 	331 349 215 213 554 354 386 354 331 	3785 	53 53 53 53 53 53 53 53 53 	53 
ENST00000471856 ENST00000579709 	ENST00000429276 	323 323 	432 	323 323 	432 	53 53 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	198 198 	408 	198 198 	408 	53 53 	53 
ENST00000344700 	ENST00000304189 	558 	207 	558 	207 	53 	32 
ENST00000426588 ENST00000588814 ENST00000589810 ENST00000588641 ENST00000590348 ENST00000589576 ENST00000590774 ENST00000589586 ENST00000585866 ENST00000589773 ENST00000590886 ENST00000591787 	ENST00000562265 ENST00000307641 	143 111 143 115 116 142 143 248 314 311 256 284 	368 368 	143 111 143 115 116 142 143 248 314 311 256 284 	368 368 	52 52 52 52 52 52 52 52 52 52 52 52 	53 53 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	357 381 382 357 	3766 	357 381 382 357 	3766 	53 53 53 53 	52 
ENST00000484646 	ENST00000414408 	36 	35 	36 	35 	53 	53 
ENST00000416139 ENST00000446445 	ENST00000592379 	282 282 	7 	282 282 	7 	53 53 	51 
ENST00000467951 ENST00000541436 	ENST00000546087 ENST00000535372 	374 392 	460 263 	374 392 	460 263 	53 53 	53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 68 91 68 68 77 	154 	166 356 191 148 88 76 76 76 99 76 76 99 76 76 85 	166 	45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 	37 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	59 	222 219 	59 	52 52 	53 
ENST00000417137 ENST00000344921 ENST00000263121 ENST00000407422 ENST00000491967 	ENST00000512733 ENST00000515541 	631 604 620 573 150 	6705 629 	631 604 620 573 150 	6705 629 	51 51 51 51 51 	50 50 
ENST00000417137 ENST00000344921 ENST00000263121 ENST00000407422 ENST00000491967 	ENST00000512733 ENST00000515541 	631 604 620 573 150 	6705 629 	631 604 620 573 150 	6705 629 	51 51 51 51 51 	50 50 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	50 
ENST00000341394 ENST00000389645 ENST00000534042 ENST00000534825 ENST00000532820 ENST00000530820 ENST00000529307 ENST00000526494 ENST00000532755 ENST00000533641 ENST00000530008 	ENST00000369784 	434 385 150 353 456 337 234 98 491 170 183 	73 	434 385 150 353 456 337 234 98 491 170 183 	73 	52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000366767 ENST00000366769 ENST00000442054 ENST00000366765 ENST00000334218 ENST00000366766 ENST00000366764 ENST00000535525 	ENST00000314100 ENST00000481247 	2079 3614 202 2854 3265 3265 3265 2349 	5049 5088 	2079 3614 202 2854 3265 3265 3265 2349 	5051 5090 	39 39 39 39 39 39 39 39 	39 39 
ENST00000460355 	ENST00000492999 ENST00000486695 ENST00000467671 	3492 	77 77 77 	3492 	77 77 77 	53 	52 52 52 
ENST00000487100 ENST00000382175 ENST00000474167 	ENST00000604922 	546 420 542 	299 	546 420 542 	299 	53 53 53 	53 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000389400 ENST00000555161 	ENST00000604922 	527 535 523 553 506 	210 	527 535 523 553 506 	210 	52 52 52 52 52 	53 
ENST00000309733 	ENST00000502413 	7765 	358 	7765 	358 	47 	53 
ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	772 740 248 436 674 672 672 453 670 670 429 429 670 429 240 453 	56 56 56 56 56 56 56 	772 740 248 436 674 672 672 453 670 670 429 429 670 429 240 453 	56 56 56 56 56 56 56 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	37 37 37 37 37 37 37 
ENST00000295550 ENST00000472056 ENST00000409809 ENST00000347401 ENST00000353578 ENST00000346358 	ENST00000360954 	6884 4836 5813 6113 6098 6116 	2198 	6884 4836 5813 6113 6098 6116 	2200 	53 53 53 53 53 53 	32 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	399 	194 194 	399 	53 53 	53 
ENST00000257261 ENST00000522056 ENST00000518606 	ENST00000448607 	222 344 91 	244 	222 344 91 	244 	53 53 53 	53 
ENST00000489249 ENST00000486041 ENST00000473679 	ENST00000368008 ENST00000479728 	107 198 332 	881 137 	107 198 332 	881 137 	53 53 53 	53 53 
ENST00000306085 ENST00000487252 	ENST00000242351 ENST00000464606 	3267 393 	3253 3325 	3267 393 	3271 3343 	53 53 	35 35 
ENST00000591863 	ENST00000463182 ENST00000479454 ENST00000465832 	918 	1812 1665 1696 	918 	1812 1665 1696 	52 	34 34 34 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	402 	182 182 	402 	53 53 	53 
ENST00000555870 	ENST00000538183 	3032 	11025 	3048 	11025 	33 	53 
ENST00000476192 ENST00000558583 ENST00000489060 ENST00000408926 ENST00000497426 ENST00000474698 	ENST00000409562 ENST00000493012 ENST00000462119 ENST00000359242 ENST00000294678 ENST00000496736 ENST00000406053 ENST00000229465 ENST00000356189 ENST00000382734 ENST00000609084 	4362 5457 1345 3005 4362 4361 	3173 403 1081 3954 3931 90 2326 1322 579 538 877 	4366 5461 1349 3009 4366 4365 	3195 425 1103 3976 3953 112 2348 1344 601 560 899 	48 48 48 48 48 48 	31 31 31 31 31 31 31 31 31 31 31 
ENST00000524492 ENST00000530142 ENST00000529279 	ENST00000565816 	716 1891 544 	111 	716 1891 544 	111 	53 53 53 	53 
ENST00000444644 	ENST00000557623 	1429 	482 	1429 	482 	53 	53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	ENST00000449131 	351 374 369 376 574 374 374 351 	4137 	351 374 369 376 574 374 374 351 	4137 	53 53 53 53 53 53 53 53 	53 
ENST00000475608 	ENST00000592379 	227 	34 	227 	34 	52 	53 
ENST00000425566 	ENST00000418100 	1216 	1976 	1216 	1984 	53 	44 
ENST00000557238 	ENST00000303334 ENST00000394037 ENST00000543856 	-7 	3125 3108 2417 	7 	3139 3122 2431 	39 	31 31 31 
ENST00000587640 ENST00000546474 	ENST00000314282 	1903 9076 	621 	1903 9076 	631 	52 52 	31 
ENST00000497322 ENST00000483598 ENST00000432629 ENST00000481802 ENST00000429825 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1737 32 150 152 151 1926 142 	424 350 424 350 	1737 32 150 152 151 1926 142 	424 350 424 350 	53 53 53 53 53 53 53 	53 53 53 53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	159 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	50 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 71 59 59 82 59 59 82 59 59 59 68 	146 	149 339 174 71 59 59 82 59 59 82 59 59 59 68 	146 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000389400 	ENST00000604922 	544 	238 	544 	238 	53 	49 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	438 	879 683 1899 	438 	879 683 1899 	53 	53 53 53 
ENST00000574872 ENST00000442087 	ENST00000519266 ENST00000520221 	704 187 	202 42 	704 187 	202 42 	53 53 	53 53 
ENST00000498752 	ENST00000592379 	258 	68 	258 	68 	53 	51 
ENST00000463943 	ENST00000507623 ENST00000380638 	398 	182 182 	398 	182 182 	53 	53 53 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	274 	518 526 	274 	53 53 	53 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	56 	222 219 	56 	52 52 	50 
ENST00000368699 	ENST00000524591 ENST00000529978 ENST00000367161 ENST00000367162 ENST00000367160 ENST00000526980 ENST00000238379 	142 	5227 5255 3555 3690 2700 535 2 	142 	5227 5255 3555 3690 2700 535 2 	53 	52 52 52 52 52 52 52 
ENST00000368699 	ENST00000368694 	130 	23 	130 	23 	53 	40 
ENST00000307089 ENST00000486239 ENST00000366333 ENST00000400451 ENST00000357502 ENST00000493734 ENST00000437275 ENST00000588463 ENST00000274629 ENST00000395905 ENST00000519675 ENST00000370620 ENST00000370622 ENST00000250617 ENST00000588401 ENST00000568697 ENST00000607041 	ENST00000482960 ENST00000604916 ENST00000608575 ENST00000610192 ENST00000608541 ENST00000609068 ENST00000610047 ENST00000608810 ENST00000608359 ENST00000575371 	3354 432 344 2890 2516 3487 2698 496 1985 3033 4069 3790 3805 5045 124 548 344 	89 89 89 89 89 89 89 89 89 89 	3375 453 365 2911 2537 3508 2719 517 2006 3054 4090 3811 3826 5066 145 569 365 	109 109 109 109 109 109 109 109 109 109 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 	33 33 33 33 33 33 33 33 33 33 
ENST00000425466 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 ENST00000389400 	ENST00000604922 	531 533 541 529 515 559 	204 	531 533 541 529 515 559 	204 	53 53 53 53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	157 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	157 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	51 
ENST00000309733 ENST00000558583 	ENST00000409562 ENST00000604604 	6840 5993 	2695 1048 	6840 5993 	2695 1048 	52 52 	49 49 
ENST00000323496 	ENST00000463943 	257 	364 	257 	364 	52 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	151 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	151 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000265044 	ENST00000506502 	2354 	3117 	2366 	3124 	41 	32 
ENST00000399788 ENST00000544760 ENST00000535014 ENST00000543507 ENST00000382815 	ENST00000537453 ENST00000540180 ENST00000535052 ENST00000543504 ENST00000422000 	259 87 69 78 259 	141 66 52 19 64 	259 87 69 78 259 	141 66 52 19 64 	53 53 53 53 53 	53 53 53 53 53 
ENST00000487534 ENST00000460542 ENST00000470534 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000428199 	65 63 63 61 61 61 61 61 61 61 85 	466 	65 63 63 61 61 61 61 61 61 61 85 	466 	53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000337630 	ENST00000309733 ENST00000408926 	1991 	6416 3120 	2007 	6416 3120 	36 	53 53 
ENST00000323496 	ENST00000463943 	262 	357 	262 	357 	52 	52 
ENST00000610020 	ENST00000538183 ENST00000309733 ENST00000489060 	7432 	8604 8034 3078 	7432 	8604 8034 3078 	41 	53 53 53 
ENST00000461837 ENST00000412144 ENST00000383198 ENST00000548408 ENST00000495024 ENST00000383067 ENST00000383066 ENST00000551943 ENST00000434618 ENST00000467834 ENST00000374568 ENST00000374572 ENST00000480059 ENST00000437315 ENST00000417059 	ENST00000369291 	2175 2968 3050 2171 2164 2961 3043 2782 3043 2171 2968 3050 2171 2968 3050 	8203 	2175 2968 3050 2171 2164 2961 3043 2782 3043 2171 2968 3050 2171 2968 3050 	8206 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	33 
ENST00000484430 ENST00000398981 ENST00000398259 ENST00000474167 	ENST00000604922 	679 687 675 671 	211 	679 687 675 671 	211 	53 53 53 53 	53 
