ENST00000558583 ENST00000310613 	ENST00000334567 ENST00000586722 ENST00000458297 ENST00000550977 ENST00000522378 ENST00000397418 	6104 3202 	1023 1377 1295 1617 2226 2226 	6117 3215 	1023 1377 1295 1617 2226 2226 	40 40 	53 53 53 53 53 53 
ENST00000463000 	ENST00000526148 ENST00000525681 ENST00000532383 ENST00000339995 ENST00000396525 ENST00000532120 ENST00000525606 	480 	3193 2849 5965 3174 2658 77 560 	480 	3193 2849 5965 3174 2658 77 560 	51 	52 52 52 52 52 52 52 
ENST00000309955 ENST00000599809 ENST00000601706 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000398726 ENST00000548061 ENST00000544076 ENST00000439516 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000295240 ENST00000392663 ENST00000472667 	3822 61 67 154 1429 154 100 154 1523 61 61 61 61 61 	3229 2861 2624 	3822 61 67 154 1429 154 100 154 1523 61 61 61 61 61 	3248 2880 2643 	37 37 37 37 37 37 37 37 37 37 37 37 37 37 	33 33 33 
ENST00000449131 	ENST00000498161 ENST00000599364 	4159 	41 41 	4159 	41 41 	52 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3450 	825 358 381 376 382 383 381 358 	3450 	825 358 381 376 382 383 381 358 	53 	53 53 53 53 53 53 53 53 
ENST00000555414 ENST00000216714 ENST00000553681 ENST00000557344 ENST00000553555 ENST00000398030 ENST00000557181 ENST00000555839 ENST00000556054 	ENST00000220849 ENST00000519030 ENST00000521614 ENST00000522445 ENST00000521440 ENST00000518442 ENST00000518100 ENST00000522887 ENST00000518345 	254 306 146 270 458 209 281 262 288 	307 125 876 283 240 344 493 404 430 	254 306 146 270 458 209 281 262 288 	307 125 876 283 240 344 493 404 430 	52 52 52 52 52 52 52 52 52 	52 52 52 52 52 52 52 52 52 
ENST00000569248 ENST00000565813 	ENST00000570037 ENST00000562111 	1757 206 	791 744 	1757 206 	791 744 	53 53 	52 52 
ENST00000449131 	ENST00000361368 ENST00000361125 	3743 	2595 2754 	3743 	2595 2754 	52 	53 53 
ENST00000466493 ENST00000484083 ENST00000463210 	ENST00000461310 	1989 588 330 	534 	1989 588 330 	534 	50 50 50 	53 
ENST00000592379 	ENST00000582736 	37 	100 	37 	100 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	77 20 	365 	77 20 	52 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	809 342 365 360 226 224 366 565 365 397 365 342 	3482 	809 342 365 360 226 224 366 565 365 397 365 342 	52 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4130 	50 69 71 50 	4130 	50 69 71 50 	53 	53 53 53 53 
ENST00000355520 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000557060 ENST00000488967 ENST00000551944 ENST00000312675 ENST00000543006 ENST00000550977 ENST00000604604 ENST00000479145 	7028 6623 872 872 	2979 484 3523 13564 13507 2387 1684 14 	7028 6623 872 872 	2991 496 3535 13576 13519 2399 1696 26 	53 53 53 53 	40 40 40 40 40 40 40 40 
ENST00000287878 ENST00000418337 ENST00000492843 ENST00000392801 ENST00000479461 ENST00000485183 ENST00000433631 	ENST00000223095 ENST00000445463 	1991 1017 1435 1797 138 139 1381 	949 895 	1991 1017 1435 1797 138 139 1381 	949 895 	51 51 51 51 51 51 51 	53 53 
ENST00000569475 ENST00000589613 ENST00000491289 ENST00000579014 ENST00000462972 ENST00000561733 ENST00000396834 ENST00000571995 ENST00000560342 ENST00000557830 	ENST00000421699 	111 710 260 1610 122 328 203 1890 791 420 	3385 	111 710 260 1610 122 328 203 1890 791 420 	3385 	51 51 51 51 51 51 51 51 51 51 	53 
ENST00000567037 	ENST00000594671 ENST00000262960 ENST00000597145 	1355 	2948 3394 3894 	1357 	2966 3412 3912 	38 	33 33 33 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	350 	628 637 641 523 	359 	628 637 641 523 	44 	53 53 53 53 
ENST00000371486 	ENST00000483739 	3023 	1774 	3023 	1774 	52 	52 
ENST00000429989 	ENST00000523377 ENST00000517396 	8489 	2621 2686 	8502 	2638 2703 	31 	34 34 
ENST00000376317 	ENST00000376322 ENST00000597997 	2596 	301 301 	2596 	301 301 	53 	42 42 
ENST00000592379 	ENST00000475608 	65 	6 	65 	6 	53 	52 
ENST00000314675 	ENST00000319041 	2101 	577 	2105 	577 	49 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	351 	77 20 	351 	77 20 	53 	52 52 
ENST00000416501 	ENST00000521271 ENST00000517490 ENST00000198765 	412 	2630 2054 2526 	413 	2630 2054 2526 	52 	51 51 51 
ENST00000492720 	ENST00000402377 ENST00000590166 ENST00000549335 ENST00000258494 ENST00000356949 	3467 	3179 88 5581 5731 811 	3467 	3188 97 5590 5740 820 	53 	44 44 44 44 44 
ENST00000514253 	ENST00000511844 	492 	119 	492 	119 	53 	53 
ENST00000361681 	ENST00000182527 	491 	3212 	491 	3212 	34 	53 
ENST00000321521 	ENST00000550977 	7990 	2017 	7990 	2017 	53 	43 
ENST00000592379 	ENST00000475608 	54 	27 	54 	27 	53 	53 
ENST00000343348 ENST00000257414 ENST00000513137 ENST00000515129 ENST00000282394 	ENST00000503424 	4249 3761 3529 2005 2005 	795 	4256 3768 3536 2012 2012 	795 	45 45 45 45 45 	47 
ENST00000419932 	ENST00000223095 ENST00000445463 	242 	1286 1232 	242 	1286 1232 	50 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	464 	91 50 	464 	91 50 	53 	52 52 
ENST00000361681 	ENST00000361567 	469 	1687 	478 	1687 	39 	52 
ENST00000393892 	ENST00000577172 ENST00000316603 ENST00000585693 ENST00000586335 	4107 	1082 1082 86 492 	4107 	1082 1082 86 492 	52 	53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3472 	788 321 339 172 205 203 344 544 344 376 344 321 	3472 	788 321 339 172 205 203 344 544 344 376 344 321 	49 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000320934 	ENST00000529622 	4476 	415 	4476 	415 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3043 2944 2698 	317 	3043 2944 2698 	317 	52 52 52 	53 
ENST00000515834 	ENST00000536668 ENST00000535024 ENST00000539853 ENST00000541977 ENST00000541456 ENST00000546265 ENST00000381852 ENST00000576262 ENST00000573913 ENST00000575512 ENST00000572448 ENST00000570524 ENST00000576937 ENST00000572837 ENST00000571165 ENST00000572566 ENST00000572690 ENST00000572751 ENST00000571999 ENST00000574374 ENST00000572833 	3791 	249 264 74 195 21 430 224 249 264 74 195 21 430 224 249 264 74 195 21 430 224 	3809 	249 264 74 195 21 430 224 249 264 74 195 21 430 224 249 264 74 195 21 430 224 	35 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000584259 ENST00000383578 ENST00000319815 	ENST00000323250 	3620 1468 2084 	468 	3621 1469 2085 	468 	51 51 51 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000355068 ENST00000575001 ENST00000441206 	1118 1135 	92 148 186 43 	1118 1135 	107 163 201 58 	53 53 	38 38 38 38 
ENST00000591513 ENST00000590423 ENST00000253410 ENST00000587021 	ENST00000426333 ENST00000586276 ENST00000592576 ENST00000590367 ENST00000591382 ENST00000590977 ENST00000402521 ENST00000589769 	105 51 189 150 	2865 2862 2604 2928 2965 1713 2539 320 	105 51 189 150 	2865 2862 2604 2928 2965 1713 2539 320 	53 53 53 53 	48 48 48 48 48 48 48 48 
ENST00000333083 	ENST00000446547 ENST00000473608 	1288 	1230 766 	1288 	1230 766 	53 	52 52 
ENST00000514253 	ENST00000510019 	482 	199 	482 	199 	53 	52 
ENST00000523102 ENST00000524270 ENST00000598262 ENST00000597925 	ENST00000229270 ENST00000601074 	1094 1125 1094 1125 	1728 1728 	1094 1125 1094 1125 	1728 1728 	53 53 53 53 	35 35 
ENST00000570780 ENST00000391950 	ENST00000520547 	1149 1166 	293 	1149 1166 	293 	52 52 	52 
ENST00000430252 ENST00000540275 	ENST00000523303 ENST00000521022 ENST00000416984 ENST00000521777 ENST00000522363 ENST00000521070 ENST00000397363 	418 418 	1170 1221 1436 1204 1008 457 980 	418 418 	1170 1221 1436 1204 1008 457 980 	51 51 	53 53 53 53 53 53 53 
ENST00000449131 	ENST00000406984 	3571 	140 	3571 	149 	53 	44 
ENST00000473204 ENST00000464387 ENST00000375504 	ENST00000528382 	1248 843 1251 	212 	1248 843 1251 	214 	53 53 53 	51 
ENST00000361681 	ENST00000361567 ENST00000511037 	392 	1780 1780 	392 	1780 1780 	53 	32 32 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3001 2902 2656 	217 	3001 2902 2656 	217 	53 53 53 	53 
ENST00000547992 	ENST00000553237 ENST00000546489 ENST00000540325 	1709 	818 713 818 	1709 	818 713 818 	53 	52 52 52 
ENST00000369291 	ENST00000262415 	6966 	5454 	6983 	5454 	36 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	293 	1116 1133 	293 	53 53 	52 
ENST00000449131 	ENST00000532601 ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 	3347 	404 784 335 168 201 199 340 340 372 340 	3347 	404 784 335 168 201 199 340 340 372 340 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	101 99 241 	3759 	101 99 241 	52 	53 53 53 
ENST00000449131 	ENST00000532601 ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 	3347 	402 782 333 166 199 197 338 338 370 338 	3347 	402 782 333 166 199 197 338 338 370 338 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000441247 ENST00000464711 ENST00000477789 ENST00000476438 ENST00000598312 ENST00000358067 ENST00000310528 ENST00000523271 ENST00000600519 	ENST00000360415 ENST00000395326 ENST00000415001 	1085 774 664 215 2431 2404 5844 595 2813 	2207 2084 1627 	1085 774 664 215 2431 2404 5844 595 2813 	2207 2084 1627 	32 32 32 32 32 32 32 32 32 	50 50 50 
ENST00000427908 	ENST00000431591 ENST00000397651 	1168 	503 695 	1168 	503 695 	53 	52 52 
ENST00000223073 	ENST00000409562 ENST00000493012 ENST00000229465 	15229 	3173 403 1322 	15229 	3173 403 1322 	50 	53 53 53 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	307 238 	105 64 	307 238 	105 64 	53 53 	50 50 
ENST00000314675 	ENST00000319041 	2079 	630 	2079 	630 	51 	53 
ENST00000435225 	ENST00000398558 ENST00000589157 	10 	1440 425 	15 	1440 425 	48 	53 53 
ENST00000585057 ENST00000472125 ENST00000464873 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000426059 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	852 656 1872 	859 860 860 860 964 860 865 859 860 865 860 860 860 860 	852 656 1872 	859 860 860 860 964 860 865 859 860 865 860 860 860 860 	42 42 42 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000372420 ENST00000372431 ENST00000354050 ENST00000477313 ENST00000542937 	ENST00000372459 	1463 1676 1525 2191 2191 	1851 	1469 1682 1531 2197 2197 	1851 	46 46 46 46 46 	53 
ENST00000264638 ENST00000591662 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000426059 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	3387 3285 	498 499 499 499 603 499 504 498 499 504 499 499 499 499 	3387 3285 	498 499 499 499 603 499 504 498 499 504 499 499 499 499 	53 53 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 
ENST00000533035 ENST00000308110 ENST00000524647 ENST00000531905 ENST00000530928 ENST00000533519 ENST00000529742 	ENST00000527277 ENST00000531972 ENST00000526628 ENST00000526911 ENST00000531645 ENST00000528176 ENST00000307998 ENST00000524408 	2073 2286 1733 3315 1708 588 627 	443 1713 2178 378 580 1410 1940 432 	2073 2286 1733 3315 1708 588 627 	443 1713 2178 378 580 1410 1940 432 	52 52 52 52 52 52 52 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3490 	826 359 382 377 383 384 382 359 	3490 	826 359 382 377 383 384 382 359 	53 	53 53 53 53 53 53 53 53 
ENST00000371486 	ENST00000483739 	3007 	1807 	3007 	1807 	53 	52 
ENST00000361681 	ENST00000361567 	442 	1608 	442 	1608 	53 	50 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	3000 2901 2655 	49 64 	3000 2901 2655 	49 64 	53 53 53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1093 1110 	265 	1093 1110 	265 	53 53 	53 
ENST00000547992 	ENST00000547281 ENST00000550419 	2425 	709 817 	2427 	709 817 	50 	53 53 
ENST00000272238 	ENST00000272227 ENST00000404371 ENST00000404824 ENST00000381611 ENST00000540494 	476 	1329 1675 1697 1487 1417 	485 	1329 1675 1697 1487 1417 	44 	53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	361 	77 20 	361 	77 20 	53 	52 52 
ENST00000430252 ENST00000540275 	ENST00000346169 ENST00000414031 ENST00000392537 ENST00000442406 ENST00000382330 ENST00000350481 ENST00000427845 ENST00000342981 ENST00000424196 ENST00000411531 ENST00000441154 ENST00000434061 ENST00000435046 ENST00000448284 ENST00000466311 ENST00000352767 ENST00000319274 	411 411 	3317 3370 3032 2930 3266 2791 3284 3463 3456 2929 2557 2829 2475 201 266 3123 3443 	412 412 	3317 3370 3032 2930 3266 2791 3284 3463 3456 2929 2557 2829 2475 201 266 3123 3443 	52 52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3745 	87 85 227 	3745 	87 85 227 	53 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	77 20 	376 	77 20 	53 	52 52 
ENST00000320934 	ENST00000529622 	4443 	394 	4444 	394 	52 	52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4132 	106 308 108 108 	4132 	106 308 108 108 	53 	52 52 52 52 
ENST00000508814 ENST00000514253 	ENST00000510019 	300 231 	236 	300 231 	236 	53 53 	53 
ENST00000449131 	ENST00000301488 ENST00000525402 ENST00000531178 	3494 	1149 1478 817 	3494 	1149 1478 817 	53 	53 53 53 
ENST00000466493 ENST00000484083 ENST00000463210 	ENST00000461310 	1989 588 330 	583 	1993 592 334 	583 	46 46 46 	52 
ENST00000237837 	ENST00000265362 	1232 	3753 	1240 	3767 	34 	39 
ENST00000449131 	ENST00000517577 	3744 	243 	3744 	243 	41 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1151 1168 	253 	1151 1168 	253 	53 53 	51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3416 	796 329 347 213 211 352 384 352 329 	3416 	796 329 347 213 211 352 384 352 329 	52 	51 51 51 51 51 51 51 51 51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3416 	788 321 339 172 205 203 344 344 376 344 321 	3416 	788 321 339 172 205 203 344 344 376 344 321 	52 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000221086 ENST00000469087 ENST00000299157 ENST00000601711 ENST00000593612 ENST00000359102 	ENST00000548568 	6189 1513 2500 229 242 192 	1051 	6189 1513 2500 229 242 192 	1057 	42 42 42 42 42 42 	47 
ENST00000335185 	ENST00000526267 ENST00000525054 	3701 	468 509 	3701 	468 509 	53 	53 53 
ENST00000439011 	ENST00000444840 	515 	256 	515 	256 	52 	53 
ENST00000216254 ENST00000396512 	ENST00000337566 ENST00000431534 ENST00000432789 	2501 2571 	1157 1292 1448 	2501 2571 	1157 1292 1448 	53 53 	53 53 53 
ENST00000557845 	ENST00000481729 ENST00000489060 	205 	541 2262 	205 	541 2262 	53 	53 53 
ENST00000606230 	ENST00000299413 	227 	2993 	233 	2993 	31 	53 
ENST00000514253 	ENST00000511844 	507 	135 	507 	135 	48 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	275 	53 53 	53 
ENST00000314675 	ENST00000319041 	2089 	631 	2089 	631 	53 	53 
ENST00000381661 	ENST00000381611 ENST00000540494 	1988 	1556 1486 	1988 	1556 1486 	53 	53 53 
ENST00000321826 	ENST00000590158 	1610 	911 	1610 	911 	53 	53 
ENST00000556930 ENST00000609841 	ENST00000326799 ENST00000376016 ENST00000371384 ENST00000352131 ENST00000055077 ENST00000573234 ENST00000576908 	3552 5043 	3475 3337 1935 1294 1451 1294 1451 	3572 5063 	3475 3337 1935 1294 1451 1294 1451 	33 33 	41 41 41 41 41 41 41 
ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000457879 ENST00000438861 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000547522 	116 116 116 116 116 	496 464 160 157 155 155 177 153 153 153 153 153 153 177 	129 129 129 129 129 	496 464 160 157 155 155 177 153 153 153 153 153 153 177 	40 40 40 40 40 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000356215 	ENST00000301178 ENST00000359092 ENST00000593513 	2564 	2636 2577 2018 	2564 	2636 2577 2018 	53 	53 53 53 
ENST00000336715 	ENST00000368873 ENST00000529142 	4743 	3224 2488 	4743 	3224 2488 	53 	53 53 
ENST00000355209 ENST00000337566 ENST00000431534 ENST00000432789 ENST00000396504 	ENST00000300933 ENST00000588032 ENST00000591226 	1287 1217 1352 1508 1008 	1775 449 2448 	1287 1217 1352 1508 1008 	1775 449 2448 	53 53 53 53 53 	53 53 53 
ENST00000361681 	ENST00000361567 ENST00000511037 	250 	1763 1763 	250 	1763 1763 	31 	49 49 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000290341 	1946 2078 2525 	3637 	1946 2078 2525 	3637 	53 53 53 	53 
ENST00000281382 	ENST00000557531 ENST00000437982 ENST00000449922 ENST00000415552 ENST00000555758 	1265 	5 423 423 462 423 	1265 	5 423 423 462 423 	53 	53 53 53 53 53 
ENST00000466489 	ENST00000342607 ENST00000449592 ENST00000411958 	294 	2033 3622 308 	294 	2033 3622 308 	53 	53 53 53 
ENST00000514253 	ENST00000511844 	494 	137 	494 	137 	53 	52 
ENST00000508814 ENST00000514253 	ENST00000510019 	298 229 	235 	298 229 	235 	52 52 	53 
ENST00000372037 ENST00000312814 ENST00000487239 ENST00000500728 	ENST00000578502 ENST00000397732 ENST00000428311 ENST00000370331 ENST00000540033 ENST00000587309 	4746 5143 576 7615 	377 4034 4004 4663 4629 3157 	4746 5143 576 7615 	390 4047 4017 4676 4642 3170 	37 37 37 37 	40 40 40 40 40 40 
ENST00000403305 ENST00000249079 ENST00000403026 	ENST00000360128 	853 901 705 	1722 	855 903 707 	1722 	51 51 51 	51 
ENST00000412425 	ENST00000541588 	5 	562 	5 	562 	52 	52 
ENST00000459812 ENST00000468814 ENST00000493809 ENST00000480383 ENST00000476214 ENST00000422437 ENST00000483565 	ENST00000477154 ENST00000476469 ENST00000475368 ENST00000475878 ENST00000469628 ENST00000476663 ENST00000469621 	2521 2521 2521 2521 2518 2521 2521 	668 668 668 668 668 668 668 	2521 2521 2521 2521 2518 2521 2521 	668 668 668 668 668 668 668 	53 53 53 53 53 53 53 	53 53 53 53 53 53 53 
ENST00000466509 	ENST00000415861 ENST00000413644 ENST00000324953 ENST00000310786 ENST00000275080 ENST00000499860 ENST00000368961 	628 	3819 1270 1796 1853 1814 2466 1872 	632 	3819 1270 1796 1853 1814 2466 1872 	43 	53 53 53 53 53 53 53 
ENST00000335185 	ENST00000526267 ENST00000525054 	3694 	468 509 	3694 	468 509 	53 	53 53 
ENST00000588408 	ENST00000589663 ENST00000587880 	2263 	351 432 	2263 	351 432 	53 	53 53 
ENST00000569248 ENST00000563505 	ENST00000568313 	1202 724 	878 	1202 724 	878 	53 53 	53 
ENST00000395025 	ENST00000371818 ENST00000371811 ENST00000497881 ENST00000563963 ENST00000486212 ENST00000560326 ENST00000280154 ENST00000393104 ENST00000491511 ENST00000422132 ENST00000477397 ENST00000572384 	154 	1812 1771 1588 2319 1925 10 3122 3175 7444 6685 15 15 	156 	1812 1771 1588 2319 1925 10 3122 3175 7444 6685 15 15 	31 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000459839 ENST00000492555 ENST00000469616 	7859 2093 602 	1524 1889 391 	7859 2093 602 	1524 1889 391 	53 53 53 	53 53 53 
ENST00000592379 	ENST00000424789 ENST00000389520 ENST00000583356 	40 	583 579 365 	40 	583 579 365 	53 	53 53 53 
ENST00000592379 	ENST00000582736 	23 	88 	23 	88 	51 	53 
ENST00000469767 ENST00000604225 ENST00000577127 ENST00000572089 	ENST00000527614 ENST00000576276 	997 997 997 997 	2988 2988 	997 997 997 997 	2989 2989 	53 53 53 53 	51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	77 75 217 	3744 	77 75 217 	53 	50 50 50 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	96 298 98 98 	4149 	96 298 98 98 	38 	50 50 50 50 
ENST00000262418 ENST00000399246 	ENST00000242057 	4364 837 	4680 	4368 841 	4680 	36 36 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1154 1171 	228 179 	1154 1171 	228 179 	52 52 	52 52 
ENST00000584729 ENST00000583295 ENST00000440501 ENST00000321666 ENST00000576273 ENST00000592419 	ENST00000329251 ENST00000525340 ENST00000378019 ENST00000526409 ENST00000496634 	3919 3826 3918 3831 3921 3828 	1267 2242 1377 1700 4810 	3919 3826 3918 3831 3921 3828 	1267 2242 1377 1700 4810 	53 53 53 53 53 53 	53 53 53 53 53 
