ENST00000409508 ENST00000328843 	ENST00000373934 	14046 14067 	1756 	14046 14067 	1756 	48 48 	52 
ENST00000538183 ENST00000476192 ENST00000355520 ENST00000558583 ENST00000497426 ENST00000474698 	ENST00000392385 ENST00000409562 ENST00000604604 ENST00000295025 	7089 4578 7365 5673 4578 4577 	1090 2861 1214 8840 	7089 4578 7365 5673 4578 4577 	1090 2861 1214 8840 	53 53 53 53 53 53 	53 53 53 53 
ENST00000350119 ENST00000564233 	ENST00000567705 	2000 3685 	714 	2000 3685 	714 	52 52 	52 
ENST00000466442 ENST00000470221 ENST00000396950 	ENST00000297540 	457 1093 1780 	3466 	457 1093 1780 	3466 	53 53 53 	52 
ENST00000314675 	ENST00000319041 	2117 	609 	2118 	609 	52 	53 
ENST00000314675 	ENST00000319041 	2117 	631 	2117 	631 	53 	53 
ENST00000520500 ENST00000392845 	ENST00000497558 ENST00000361121 	373 4084 	2607 2468 	373 4084 	2607 2468 	51 51 	52 52 
ENST00000526284 	ENST00000358230 ENST00000544076 	929 	2811 1358 	929 	2811 1358 	53 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	283 	201 211 256 	283 	201 211 256 	53 	52 52 52 
ENST00000564357 	ENST00000304516 	1151 	1347 	1151 	1347 	53 	52 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3744 	213 95 93 235 213 	3744 	213 95 93 235 213 	53 	51 51 51 51 51 
ENST00000463943 	ENST00000335179 ENST00000545072 	372 	79 22 	372 	79 22 	53 	51 51 
ENST00000576531 ENST00000527356 	ENST00000574244 ENST00000527853 ENST00000427600 ENST00000457822 ENST00000476147 ENST00000540179 ENST00000469891 ENST00000327878 	1692 1692 	1295 1295 234 245 245 245 250 245 	1701 1701 	1295 1295 234 245 245 245 250 245 	44 44 	53 53 53 53 53 53 53 53 
ENST00000592379 	ENST00000475608 	81 	25 	82 	25 	52 	51 
ENST00000261491 ENST00000514824 ENST00000470929 ENST00000559989 	ENST00000581120 	5590 606 1276 4473 	823 	11139 606 1276 4473 	839 	53 53 53 53 	37 
ENST00000582797 ENST00000246024 ENST00000577369 ENST00000480655 	ENST00000379380 	840 3889 840 13 	4393 	840 3889 840 13 	4393 	53 53 53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3048 2949 2703 	325 	3049 2950 2704 	325 	52 52 52 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	177 136 	463 	177 136 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3496 	813 346 369 364 370 371 569 369 401 369 346 	3496 	813 346 369 364 370 371 569 369 401 369 346 	53 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000361681 	ENST00000361567 ENST00000511037 	366 	1777 1777 	367 	1777 1777 	52 	35 35 
ENST00000592379 	ENST00000582736 	41 	100 	41 	100 	53 	53 
ENST00000592379 	ENST00000475608 	72 	14 	72 	14 	53 	52 
ENST00000587935 	ENST00000579815 	131 	556 	131 	556 	53 	53 
ENST00000309733 ENST00000478538 ENST00000483793 ENST00000489060 	ENST00000406053 	6561 18 3761 1605 	1940 	6561 18 3761 1605 	1940 	48 48 48 48 	52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	372 	692 701 705 587 	372 	692 701 705 587 	51 	53 53 53 53 
ENST00000602042 	ENST00000562194 ENST00000445173 ENST00000594994 	354 	488 813 813 	354 	488 813 813 	53 	51 51 51 
ENST00000320934 	ENST00000529622 	4510 	424 	4510 	424 	53 	51 
ENST00000514253 	ENST00000511844 	494 	83 	494 	83 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	294 	1116 1133 	294 	53 53 	53 
ENST00000514253 	ENST00000511844 	509 	104 	509 	104 	53 	53 
ENST00000379687 ENST00000451208 	ENST00000371327 	6150 1148 	1714 	6167 1165 	1719 	35 35 	32 
ENST00000592379 	ENST00000437246 	65 	70 	65 	70 	53 	53 
ENST00000332290 	ENST00000480008 	3511 	1003 	3511 	1003 	53 	53 
ENST00000514253 	ENST00000511844 	510 	137 	510 	137 	53 	52 
ENST00000427908 	ENST00000510797 ENST00000510701 	1260 	642 355 	1260 	642 355 	53 	31 31 
ENST00000599380 	ENST00000400720 ENST00000417660 ENST00000430208 ENST00000495323 ENST00000437160 ENST00000412687 ENST00000417993 ENST00000459807 ENST00000414543 ENST00000481474 ENST00000377194 ENST00000377199 ENST00000445968 ENST00000440169 ENST00000443804 ENST00000493318 ENST00000431123 ENST00000452265 ENST00000437383 ENST00000468047 ENST00000435528 ENST00000427689 ENST00000453610 ENST00000485666 	2231 	2105 1824 951 6144 2105 1824 951 6144 951 6144 1824 2105 829 549 901 4226 2039 1824 950 6140 2105 1824 951 6140 	2248 	2124 1843 970 6163 2124 1843 970 6163 970 6163 1843 2124 848 568 920 4245 2058 1843 969 6159 2124 1843 970 6159 	36 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	234 232 220 204 	88 	234 232 220 204 	88 	53 53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000430907 ENST00000450676 ENST00000599364 	3416 	818 351 374 369 375 376 374 374 351 	3416 	818 351 374 369 375 376 374 374 351 	52 	53 53 53 53 53 53 53 53 53 
ENST00000469528 ENST00000495588 	ENST00000508621 ENST00000467930 	128 4 	238 424 	128 4 	238 424 	53 53 	52 52 
ENST00000449131 	ENST00000434913 ENST00000492727 	4177 	112 110 	4177 	112 110 	53 	53 53 
ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	ENST00000361436 ENST00000497825 ENST00000497322 ENST00000536368 ENST00000393148 	409 335 409 335 	67 67 67 35 7 	417 343 417 343 	67 67 67 35 7 	45 45 45 45 	52 52 52 52 52 
ENST00000427908 	ENST00000511309 ENST00000510797 ENST00000502670 ENST00000436998 ENST00000425312 	1170 	433 474 519 250 250 	1170 	433 474 519 250 250 	53 	53 53 53 53 53 
ENST00000539903 	ENST00000481830 ENST00000472464 ENST00000316731 ENST00000467004 ENST00000468078 ENST00000538180 	2563 	47 260 1959 2521 352 1290 	2563 	47 260 1959 2521 352 1290 	53 	53 53 53 53 53 53 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4147 	45 66 45 	4148 	45 66 45 	52 	52 52 52 
ENST00000295269 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000392385 ENST00000551944 ENST00000409562 ENST00000295025 	3852 6627 876 876 	1121 3273 2892 8871 	3852 6627 876 876 	1121 3273 2892 8871 	53 53 53 53 	38 38 38 38 
ENST00000412425 	ENST00000541588 	7 	540 	7 	540 	53 	53 
ENST00000475644 ENST00000489063 	ENST00000469249 	2055 308 	528 	2055 308 	528 	53 53 	52 
ENST00000373484 	ENST00000463378 	3355 	767 	3355 	767 	53 	53 
ENST00000531805 ENST00000554757 ENST00000570734 ENST00000481865 ENST00000483846 	ENST00000490736 ENST00000529463 	86 51 2156 2514 2203 	156 159 	86 51 2156 2514 2203 	173 176 	53 53 53 53 53 	36 36 
ENST00000560723 	ENST00000559556 	409 	859 	409 	859 	53 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	480 	118 77 	480 	118 77 	52 	53 53 
ENST00000237837 	ENST00000341776 	1234 	4206 	1240 	4206 	34 	53 
ENST00000457408 ENST00000289577 	ENST00000333926 ENST00000488388 	1318 1199 	683 672 	1322 1203 	683 672 	32 32 	52 52 
ENST00000405860 	ENST00000466982 	3107 	2519 	3107 	2519 	51 	53 
ENST00000419932 	ENST00000479209 ENST00000239944 	139 	2602 1835 	152 	2602 1835 	38 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	291 	1116 1133 	291 	53 53 	53 
ENST00000204961 ENST00000610045 	ENST00000367103 ENST00000579635 	2525 1427 	1806 1806 	2526 1428 	1806 1806 	31 31 	53 53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4129 	80 82 	4129 	80 82 	51 	53 53 
ENST00000368376 ENST00000316721 ENST00000609421 ENST00000481771 	ENST00000572338 ENST00000574670 ENST00000368373 ENST00000327247 ENST00000459805 ENST00000486869 ENST00000368374 	1518 1327 970 2465 	2238 2349 2238 2349 2880 1846 1835 	1518 1327 970 2465 	2238 2349 2238 2349 2880 1846 1835 	53 53 53 53 	38 38 38 38 38 38 38 
ENST00000598975 	ENST00000434318 ENST00000488363 ENST00000480185 	428 	1054 324 290 	429 	1054 324 290 	52 	50 50 50 
ENST00000335185 	ENST00000526267 ENST00000525054 	3656 	475 516 	3656 	475 516 	52 	53 53 
ENST00000599809 	ENST00000526284 	191 	773 	191 	773 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3051 2952 2706 	285 	3052 2953 2707 	285 	50 50 50 	53 
ENST00000566753 ENST00000295025 	ENST00000355520 	1936 8637 	7585 	1937 8638 	7587 	51 51 	51 
ENST00000601706 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 	ENST00000539061 	50 137 1412 2123 140 137 44 44 83 137 44 	2171 	50 137 1412 2123 140 137 44 44 83 137 44 	2177 	53 53 53 53 53 53 53 53 53 53 53 	47 
ENST00000604604 	ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	1379 	6552 4025 6357 338 5121 15399 1368 1244 6800 1049 1049 	1381 	6552 4025 6357 338 5121 15399 1368 1244 6800 1049 1049 	50 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000562438 ENST00000336278 ENST00000543590 ENST00000265026 	ENST00000336418 	5509 5509 887 8052 	3773 	5516 5516 894 8059 	3773 	31 31 31 31 	49 
ENST00000603274 	ENST00000359635 ENST00000493512 ENST00000466304 ENST00000435618 ENST00000489762 ENST00000421349 ENST00000463832 	208 	30 8 17 74 8 58 8 	208 	30 8 17 74 8 58 8 	53 	53 53 53 53 53 53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	112 110 312 112 112 	4149 	112 110 312 112 112 	52 	49 49 49 49 49 
ENST00000592379 	ENST00000582736 	43 	134 	45 	134 	51 	53 
ENST00000225964 ENST00000476387 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000498719 ENST00000356005 ENST00000456923 ENST00000494446 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	2045 275 	6990 7609 7336 6799 7806 8480 7261 7071 7071 1746 7159 3314 464 7429 6904 6823 6930 	2045 275 	6990 7609 7336 6799 7806 8480 7261 7071 7071 1746 7159 3314 464 7429 6904 6823 6930 	52 52 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3747 	103 101 243 	3747 	103 101 243 	53 	50 50 50 
ENST00000592379 	ENST00000582736 	12 	113 	12 	113 	53 	50 
ENST00000294353 	ENST00000367182 	5360 	9242 	5360 	9242 	39 	53 
ENST00000592379 	ENST00000582736 	41 	83 	41 	83 	53 	53 
ENST00000295470 ENST00000602300 ENST00000502762 ENST00000514511 ENST00000349655 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	1122 703 1397 350 697 	2867 2868 2868 2868 2972 2868 2873 2867 2868 2868 2868 2868 2868 	1122 703 1397 350 697 	2867 2868 2868 2868 2972 2868 2873 2867 2868 2868 2868 2868 2868 	39 39 39 39 39 	52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1944 2076 2523 	339 	1944 2076 2523 	339 	53 53 53 	52 
ENST00000449131 	ENST00000237837 	4128 	1233 	4128 	1240 	52 	34 
ENST00000530104 ENST00000576901 	ENST00000536545 ENST00000394607 	864 864 	1168 4545 	872 872 	1168 4545 	35 35 	53 53 
ENST00000595015 	ENST00000411680 	44 	508 	50 	508 	47 	53 
ENST00000482655 	ENST00000460973 ENST00000471771 	769 	731 824 	789 	731 824 	33 	53 53 
ENST00000601871 	ENST00000484412 ENST00000442730 ENST00000494862 	1440 	570 607 301 	1440 	570 607 301 	51 	53 53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	354 	628 637 641 523 	359 	628 637 641 523 	48 	53 53 53 53 
ENST00000480654 ENST00000493034 	ENST00000598299 	508 480 	471 	508 480 	486 	52 52 	38 
ENST00000549558 	ENST00000547666 	2080 	1052 	2080 	1052 	53 	52 
ENST00000353047 ENST00000434271 	ENST00000358869 	3466 3450 	2516 	3466 3450 	2516 	53 53 	51 
ENST00000514253 	ENST00000511844 	498 	88 	498 	88 	53 	52 
ENST00000558910 ENST00000467228 ENST00000545606 ENST00000343255 ENST00000492112 ENST00000485841 ENST00000598601 ENST00000473371 ENST00000597695 ENST00000595607 ENST00000315849 ENST00000439986 ENST00000396594 ENST00000539815 ENST00000522936 ENST00000517381 ENST00000264968 ENST00000393487 ENST00000409734 ENST00000470730 ENST00000338352 ENST00000396893 ENST00000527818 ENST00000265563 ENST00000296446 ENST00000465089 	ENST00000261233 ENST00000378621 ENST00000600106 	659 2358 6494 1363 1358 3699 2082 1335 1764 2105 1835 3297 2789 2625 40 40 3248 3198 905 1993 1274 3040 1621 3292 3208 1754 	3354 8085 8085 	659 2358 6494 1363 1358 3699 2082 1335 1764 2105 1835 3297 2789 2625 40 40 3248 3198 905 1993 1274 3040 1621 3292 3208 1754 	3354 8085 8085 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 53 53 
ENST00000514253 	ENST00000510019 	463 	200 	463 	200 	53 	52 
ENST00000430252 ENST00000540275 	ENST00000599232 	434 434 	0 	434 434 	0 	51 51 	53 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3744 	209 91 89 231 209 	3744 	209 91 89 231 209 	53 	53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	2980 2881 2635 	217 	2980 2881 2635 	217 	53 53 53 	53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	357 	618 627 631 513 	359 	618 627 631 513 	50 	53 53 53 53 
ENST00000564357 	ENST00000304516 ENST00000569957 ENST00000562441 	1117 	1355 4278 1233 	1117 	1355 4278 1233 	53 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	474 	156 115 	474 	156 115 	53 	46 46 
ENST00000592661 	ENST00000448322 ENST00000528684 	407 	886 919 	407 	886 919 	52 	53 53 
ENST00000313093 ENST00000590214 ENST00000586866 ENST00000543365 ENST00000590577 ENST00000592297 	ENST00000590060 	4174 4103 4030 3660 3172 1501 	344 	4174 4103 4030 3660 3172 1501 	344 	53 53 53 53 53 53 	53 
ENST00000492999 ENST00000486695 ENST00000467671 	ENST00000483598 ENST00000432393 ENST00000599500 	73 73 73 	116 235 235 	73 73 73 	116 235 235 	53 53 53 	52 52 52 
ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 ENST00000550321 	ENST00000409562 	5139 2122 5139 5138 827 	2222 	5150 2133 5150 5149 838 	2222 	41 41 41 41 41 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	83 42 	484 	83 42 	53 	51 51 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 	3369 	781 332 165 198 196 337 337 369 337 	3369 	781 332 165 198 196 337 337 369 337 	53 	53 53 53 53 53 53 53 53 53 
ENST00000309660 ENST00000591497 	ENST00000239878 ENST00000379641 	3145 3217 	1973 1988 	3155 3227 	1987 2002 	43 43 	39 39 
ENST00000491969 	ENST00000423945 ENST00000415772 ENST00000456312 ENST00000437201 ENST00000571413 ENST00000571977 ENST00000575155 ENST00000570792 	228 	143 78 67 61 143 78 67 61 	228 	143 78 67 61 143 78 67 61 	51 	53 53 53 53 53 53 53 53 
ENST00000309041 ENST00000397838 	ENST00000552121 	7477 6632 	1460 	7477 6632 	1460 	41 41 	53 
ENST00000225728 	ENST00000574838 	1531 	616 	1531 	625 	51 	44 
ENST00000567056 	ENST00000305632 ENST00000575973 	1067 	3025 3025 	1067 	3031 3031 	53 	47 47 
ENST00000560723 	ENST00000559556 	419 	918 	419 	918 	52 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3370 	829 362 385 380 386 387 385 362 	3370 	829 362 385 380 386 387 385 362 	52 	53 53 53 53 53 53 53 53 
ENST00000423285 	ENST00000391770 ENST00000391769 ENST00000391768 ENST00000336967 ENST00000391771 	569 	1160 1292 1414 1160 1224 	575 	1160 1292 1414 1160 1224 	32 	36 36 36 36 36 
ENST00000361681 	ENST00000361567 	394 	1749 	394 	1749 	53 	53 
ENST00000434828 ENST00000262870 ENST00000400461 ENST00000411519 	ENST00000348547 ENST00000357394 ENST00000416206 ENST00000465298 ENST00000442139 ENST00000451605 ENST00000488935 ENST00000488384 ENST00000447986 ENST00000279052 	625 1624 1996 2346 	1022 1020 986 447 314 184 236 429 1007 977 	625 1624 1996 2346 	1022 1020 986 447 314 184 236 429 1007 977 	53 53 53 53 	52 52 52 52 52 52 52 52 52 52 
ENST00000449131 	ENST00000296674 ENST00000510210 ENST00000512493 ENST00000507980 ENST00000504293 ENST00000503605 ENST00000429775 	3500 	551 315 325 470 392 506 195 	3500 	551 315 325 470 392 506 195 	53 	53 53 53 53 53 53 53 
ENST00000514253 	ENST00000511844 	494 	101 	494 	101 	53 	53 
ENST00000281382 	ENST00000437982 ENST00000449922 ENST00000415552 ENST00000555758 	1210 	434 434 473 434 	1210 	434 434 473 434 	52 	53 53 53 53 
ENST00000482786 ENST00000420164 ENST00000306465 	ENST00000489471 ENST00000473428 	753 484 959 	802 642 	753 484 959 	802 642 	52 52 52 	51 51 
ENST00000463943 	ENST00000335179 ENST00000545072 	378 	80 23 	378 	81 24 	53 	49 49 
ENST00000590045 	ENST00000411744 	2594 	1967 	2598 	1967 	49 	52 
ENST00000309955 ENST00000595520 ENST00000439516 	ENST00000333139 ENST00000446232 	3757 -4 -4 	1101 969 	3762 1 1 	1112 980 	48 48 48 	31 31 
ENST00000320934 	ENST00000529622 	4565 	388 	4565 	388 	53 	53 
ENST00000409887 	ENST00000330339 ENST00000559187 ENST00000560652 ENST00000560024 ENST00000330244 ENST00000561157 ENST00000558397 ENST00000560639 ENST00000559273 	3035 	128 23 16 20 128 23 1 16 20 	3035 	128 23 16 20 128 23 1 16 20 	52 	53 53 53 53 53 53 53 53 53 
ENST00000409887 	ENST00000330339 ENST00000559187 ENST00000560652 ENST00000560024 ENST00000330244 ENST00000561157 ENST00000558397 ENST00000560639 ENST00000559273 	3035 	128 23 16 20 128 23 1 16 20 	3035 	128 23 16 20 128 23 1 16 20 	52 	53 53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000511844 	505 	130 	505 	130 	53 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	228 238 	279 	228 238 	53 	52 52 
ENST00000361681 	ENST00000352732 ENST00000355100 	140 	7004 6957 	140 	7004 6957 	31 	40 40 
ENST00000419932 	ENST00000522754 ENST00000358056 	220 	1017 26 	220 	1036 45 	53 	33 33 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2992 2893 2647 	205 	2992 2893 2647 	205 	53 53 53 	52 
ENST00000483793 	ENST00000392857 ENST00000469718 	3395 	5744 681 	3395 	5744 681 	53 	52 52 
ENST00000361379 	ENST00000506436 ENST00000331222 ENST00000574773 	1932 	262 4571 2517 	1953 	273 4582 2528 	32 	32 32 32 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1944 2076 2523 	337 	1944 2076 2523 	337 	53 53 53 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	465 	83 42 	465 	83 42 	53 	51 51 
ENST00000566574 	ENST00000567020 ENST00000564879 ENST00000369709 	2452 	4637 3384 3644 	2452 	4647 3394 3654 	34 	43 43 43 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3437 	829 362 385 380 386 387 385 362 	3437 	829 362 385 380 386 387 385 362 	53 	53 53 53 53 53 53 53 53 
ENST00000460286 ENST00000263717 	ENST00000477677 ENST00000465118 	550 1757 	296 569 	550 1757 	296 569 	49 49 	53 53 
ENST00000592379 	ENST00000582736 	41 	98 	41 	98 	53 	53 
ENST00000463943 	ENST00000335179 ENST00000545072 	376 	79 22 	376 	79 22 	53 	51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	107 105 247 	3762 	107 105 247 	49 	53 53 53 
ENST00000573483 ENST00000367203 ENST00000472077 ENST00000484925 ENST00000421699 ENST00000318110 ENST00000592502 ENST00000594821 ENST00000594723 ENST00000570989 ENST00000514271 ENST00000545225 ENST00000473414 ENST00000595170 ENST00000344649 ENST00000531616 ENST00000370132 ENST00000231188 ENST00000483122 ENST00000369466 ENST00000595369 ENST00000531649 ENST00000520314 	ENST00000395400 ENST00000395137 ENST00000318037 	3800 1855 742 762 3463 1700 1642 242 4371 2398 796 257 997 3407 3407 879 1938 3721 1352 5864 1594 379 3628 	206 206 3183 	3800 1855 742 762 3463 1700 1642 242 4371 2398 796 257 997 3407 3407 879 1938 3721 1352 5864 1594 379 3628 	210 210 3187 	38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 	35 35 35 
ENST00000570780 ENST00000391950 	ENST00000441206 	1098 1115 	263 	1098 1115 	263 	53 53 	53 
ENST00000525601 	ENST00000491691 ENST00000470230 ENST00000490407 ENST00000487768 ENST00000469527 ENST00000486917 ENST00000489899 ENST00000469341 	58 	220 220 220 220 220 220 220 220 	58 	220 220 220 220 220 220 220 220 	53 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3471 	792 325 343 209 207 548 348 380 348 325 	3471 	792 325 343 209 207 548 348 380 348 325 	50 	53 53 53 53 53 53 53 53 53 53 
