ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	391 	662 671 675 557 	391 	662 671 675 557 	53 	52 52 52 52 
ENST00000366559 ENST00000366557 	ENST00000462265 	4240 3867 	567 	4240 3867 	567 	53 53 	52 
ENST00000481001 ENST00000438585 ENST00000441576 ENST00000460505 ENST00000341949 ENST00000498498 ENST00000498794 ENST00000440857 ENST00000313778 ENST00000472331 ENST00000467457 ENST00000395462 	ENST00000452875 	555 526 1576 1756 1609 975 2860 1889 1843 949 1498 1554 	3713 	556 527 1577 1757 1610 976 2861 1890 1844 950 1499 1555 	3713 	52 52 52 52 52 52 52 52 52 52 52 52 	52 
ENST00000479205 	ENST00000466618 	308 	2094 	308 	2094 	52 	52 
ENST00000335185 	ENST00000525054 	3745 	509 	3745 	509 	53 	53 
ENST00000327064 ENST00000344150 ENST00000586221 	ENST00000586748 ENST00000253031 	2909 2650 2638 	1507 1461 	2909 2650 2638 	1507 1461 	53 53 53 	43 43 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3746 	98 96 238 	3746 	98 96 238 	53 	53 53 53 
ENST00000310613 	ENST00000566753 	4171 	677 	4171 	677 	35 	53 
ENST00000281382 	ENST00000557531 ENST00000437982 ENST00000449922 ENST00000415552 ENST00000555758 	1224 	39 457 457 496 457 	1224 	39 457 457 496 457 	52 	52 52 52 52 52 
ENST00000320934 	ENST00000529622 	4521 	337 	4521 	337 	53 	52 
ENST00000484831 	ENST00000452875 	1653 	3856 	1653 	3856 	51 	53 
ENST00000575332 ENST00000574674 	ENST00000574598 	2451 504 	712 	2451 504 	712 	52 52 	52 
ENST00000592379 	ENST00000582736 	35 	117 	35 	132 	53 	38 
ENST00000548825 ENST00000261897 ENST00000380281 ENST00000548399 	ENST00000335154 ENST00000550668 	1833 2145 1676 179 	11122 651 	1833 2145 1676 179 	11122 651 	53 53 53 53 	52 52 
ENST00000343767 	ENST00000505679 	2005 	200 	2005 	200 	53 	53 
ENST00000449131 	ENST00000517577 	3742 	236 	3742 	236 	53 	53 
ENST00000551064 ENST00000481916 ENST00000536542 ENST00000549708 ENST00000580938 ENST00000552927 ENST00000476192 ENST00000539061 ENST00000504880 ENST00000295240 ENST00000392663 ENST00000472667 ENST00000535433 ENST00000403396 ENST00000497426 	ENST00000601706 	241 1851 16 241 1851 241 6693 2125 1380 3056 2688 2451 241 3027 6693 	256 	241 1851 244 241 1851 241 6693 2125 1380 3056 2688 2451 241 3027 6693 	265 	45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 	44 
ENST00000337120 ENST00000566209 ENST00000413199 ENST00000476266 ENST00000578975 ENST00000393067 ENST00000302874 ENST00000505412 ENST00000327535 ENST00000340625 ENST00000356980 ENST00000361028 ENST00000396827 ENST00000329153 ENST00000557971 ENST00000559981 ENST00000558214 ENST00000395699 ENST00000596701 ENST00000392876 ENST00000408888 ENST00000366606 ENST00000357246 ENST00000571073 ENST00000429591 ENST00000252599 ENST00000593832 ENST00000575978 ENST00000367996 ENST00000481865 ENST00000540511 	ENST00000449081 	301 75 1999 312 1137 2769 2009 1484 3959 1098 2273 5006 3684 4713 3836 1780 1187 7715 1887 4991 1886 1685 909 207 1622 2627 1861 2038 3884 1787 4785 	3949 	301 75 1999 312 1137 2769 2009 1484 3959 1098 2273 5006 3684 4713 3836 1780 1187 7715 1887 4991 1886 1685 909 207 1622 2627 1861 3108 3884 1787 4785 	3950 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000367048 ENST00000472052 ENST00000541436 	ENST00000392168 	3109 1579 1595 	1717 	3109 1579 1595 	1717 	52 52 52 	52 
ENST00000514253 	ENST00000511844 	495 	132 	495 	132 	53 	53 
ENST00000392385 ENST00000551944 ENST00000409562 	ENST00000394511 ENST00000558583 	1098 3250 2869 	42 5601 	1098 3250 2869 	42 5601 	52 52 52 	53 53 
ENST00000361681 	ENST00000361567 	446 	1729 	446 	1729 	53 	52 
ENST00000310455 ENST00000519699 ENST00000465806 ENST00000356463 ENST00000599759 ENST00000598033 	ENST00000508917 ENST00000575569 ENST00000510078 ENST00000514355 ENST00000515866 ENST00000499631 ENST00000394491 ENST00000460561 	1987 2081 173 124 173 124 	7148 7148 133 147 147 167 133 481 	1987 2081 173 124 173 124 	7152 7152 137 151 151 171 137 485 	53 53 53 53 53 53 	35 35 35 35 35 35 35 35 
ENST00000449131 	ENST00000492727 ENST00000450676 	4148 	90 92 	4148 	90 92 	53 	53 53 
ENST00000525006 	ENST00000525392 	359 	456 	362 	456 	50 	45 
ENST00000526743 	ENST00000534706 	1664 	670 	1664 	670 	52 	53 
ENST00000259253 ENST00000375990 	ENST00000525763 ENST00000533181 ENST00000395850 ENST00000533403 ENST00000351554 ENST00000528987 ENST00000415002 ENST00000445143 ENST00000426650 ENST00000437761 ENST00000527577 	8144 8428 	438 187 492 583 543 2489 681 526 470 590 594 	8151 8435 	438 187 492 583 543 2489 681 526 470 590 594 	31 31 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000302787 	ENST00000543341 	4554 	2157 	4562 	2157 	45 	50 
ENST00000592379 	ENST00000475608 	72 	20 	72 	20 	53 	52 
ENST00000593646 	ENST00000299767 ENST00000548622 ENST00000540297 ENST00000548462 	307 	178 130 102 74 	307 	178 130 102 74 	53 	53 53 53 53 
ENST00000430252 ENST00000540275 	ENST00000599232 	427 427 	54 	429 429 	54 	51 51 	50 
ENST00000598758 	ENST00000599719 	491 	1358 	491 	1358 	53 	52 
ENST00000314675 	ENST00000319041 	2114 	618 	2114 	618 	53 	52 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	241 239 227 211 	66 	241 239 227 211 	66 	52 52 52 52 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	103 101 243 	3744 	103 101 243 	53 	52 52 52 
ENST00000350119 ENST00000564233 	ENST00000562291 	2000 3685 	188 	2014 3699 	188 	38 38 	53 
ENST00000454671 	ENST00000353047 ENST00000420692 ENST00000530640 ENST00000531089 ENST00000453527 ENST00000531551 ENST00000345125 ENST00000533455 ENST00000534510 ENST00000530624 ENST00000434271 ENST00000415599 	330 	1039 890 922 1010 971 819 1008 1004 999 293 1023 738 	330 	1039 890 922 1010 971 819 1008 1004 999 293 1023 738 	53 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000534030 	ENST00000526693 ENST00000530320 	408 	657 552 	408 	657 552 	53 	53 53 
ENST00000575332 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	1308 	2673 2674 2674 2674 2778 2674 2679 2673 2674 2674 2674 2674 2674 	1308 	2673 2674 2674 2674 2778 2674 2679 2673 2674 2674 2674 2674 2674 	44 	40 40 40 40 40 40 40 40 40 40 40 40 40 
ENST00000261866 ENST00000559511 	ENST00000303436 ENST00000496292 ENST00000489843 ENST00000486310 ENST00000483848 ENST00000463880 ENST00000493378 ENST00000495354 ENST00000488156 	7698 2052 	261 178 187 219 51 253 257 221 658 	7698 2052 	261 178 187 219 51 253 257 221 658 	53 53 	50 50 50 50 50 50 50 50 50 
ENST00000342039 ENST00000338938 ENST00000379430 	ENST00000539808 ENST00000547716 ENST00000559567 ENST00000558075 ENST00000558178 ENST00000560698 ENST00000559990 ENST00000558526 ENST00000559654 ENST00000557980 ENST00000561015 ENST00000456029 ENST00000560756 ENST00000357253 ENST00000442755 	1561 1561 1561 	806 873 712 712 806 873 170 148 720 681 404 630 712 879 630 	1561 1561 1561 	806 873 712 712 806 873 170 148 720 681 404 630 712 879 630 	53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000469257 	ENST00000566157 ENST00000336111 	1495 	2470 2209 	1497 	2470 2209 	51 	52 52 
ENST00000508814 ENST00000514253 	ENST00000510019 	319 250 	215 	319 250 	215 	53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3481 	829 362 385 380 386 387 385 362 	3481 	829 362 385 380 386 387 385 362 	52 	53 53 53 53 53 53 53 53 
ENST00000373731 ENST00000599719 ENST00000601309 ENST00000461701 ENST00000314442 ENST00000354384 ENST00000460357 ENST00000512439 ENST00000523960 ENST00000406386 ENST00000336470 ENST00000500337 ENST00000557893 ENST00000396128 ENST00000354500 ENST00000483404 ENST00000422090 ENST00000352066 ENST00000413454 ENST00000532860 ENST00000505868 ENST00000534754 ENST00000476404 ENST00000295025 ENST00000394479 ENST00000573545 	ENST00000394126 ENST00000356271 ENST00000394128 ENST00000394127 ENST00000535508 ENST00000501516 ENST00000535071 ENST00000580885 ENST00000581058 ENST00000580921 ENST00000584782 ENST00000495586 	4807 175 166 1828 3752 70 1117 4038 1593 9155 2123 2706 1326 4135 4246 398 2547 2656 2308 445 4969 686 178 2485 2254 178 	2110 1661 1698 1681 1624 1683 1534 1487 124 227 320 201 	4807 175 166 1828 3752 70 1117 4038 1593 9155 2123 2706 1326 4135 4246 398 2547 2656 2308 445 4969 686 178 2485 2254 178 	2110 1661 1698 1681 1624 1683 1534 1487 124 227 320 201 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000461526 	ENST00000422447 ENST00000543445 ENST00000469976 ENST00000545467 ENST00000430553 ENST00000396222 ENST00000535451 ENST00000494573 ENST00000539814 ENST00000543695 ENST00000536528 ENST00000541097 ENST00000545215 ENST00000227157 ENST00000478970 ENST00000495052 ENST00000379412 ENST00000542179 ENST00000486690 ENST00000540430 	650 	294 127 121 120 120 120 269 119 119 119 119 119 119 96 320 359 378 310 46 390 	659 	294 127 121 120 120 120 269 119 119 119 119 119 119 96 320 359 378 310 46 390 	35 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000497024 	ENST00000461549 	5 	784 	6 	784 	32 	32 
ENST00000349699 ENST00000283243 	ENST00000452918 ENST00000600239 ENST00000601879 	4380 6846 	4612 5480 5461 	4389 6855 	4612 5480 5461 	37 37 	53 53 53 
ENST00000514253 	ENST00000510019 	468 	203 	468 	203 	52 	51 
ENST00000590372 	ENST00000423372 ENST00000609761 ENST00000514436 	282 	1701 184 361 	282 	1701 184 361 	53 	53 53 53 
ENST00000583694 	ENST00000350082 ENST00000356971 	184 	5805 5948 	203 	5805 5948 	32 	53 53 
ENST00000585057 ENST00000472125 ENST00000464873 	ENST00000481210 	891 695 1911 	445 	891 695 1911 	445 	53 53 53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	87 30 	365 	87 30 	53 	50 50 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	96 94 236 	3744 	96 94 236 	53 	53 53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 	3415 	784 335 168 201 199 340 340 372 340 	3416 	784 335 168 201 199 340 340 372 340 	52 	53 53 53 53 53 53 53 53 53 
ENST00000549558 	ENST00000547666 	2209 	1101 	2209 	1101 	52 	53 
ENST00000592379 	ENST00000582736 	40 	93 	40 	93 	53 	53 
ENST00000592379 	ENST00000582736 	18 	98 	18 	98 	53 	53 
ENST00000428206 ENST00000575600 ENST00000602348 ENST00000602283 	ENST00000411631 ENST00000575410 	2031 2031 1533 1533 	3006 3006 	2031 2031 1533 1533 	3006 3006 	53 53 53 53 	53 53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4143 	113 111 313 113 113 	4148 	113 111 313 113 113 	48 	53 53 53 53 53 
ENST00000419932 	ENST00000295550 ENST00000491769 ENST00000472056 ENST00000409809 ENST00000347401 ENST00000353578 ENST00000346358 	253 	7230 1031 5182 6159 6459 6444 6462 	253 	7230 1031 5182 6159 6459 6444 6462 	39 	50 50 50 50 50 50 50 
ENST00000309955 ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000412930 ENST00000544076 ENST00000439516 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000481916 ENST00000580938 	3820 59 65 65 65 1427 2138 155 59 65 59 59 1521 59 59 59 59 59 	2038 2038 	3822 61 67 67 67 1429 2140 157 61 67 61 61 1523 61 61 61 61 61 	2038 2038 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3003 2904 2658 	215 	3003 2904 2658 	215 	53 53 53 	52 
ENST00000473728 	ENST00000567806 ENST00000561623 ENST00000564747 ENST00000356183 	534 	67 6714 2560 6782 	543 	67 6714 2560 6782 	44 	53 53 53 53 
ENST00000361681 	ENST00000361567 	398 	1729 	398 	1729 	53 	41 
ENST00000361681 	ENST00000361567 	468 	1743 	468 	1743 	52 	53 
ENST00000592379 	ENST00000475608 	57 	6 	57 	6 	53 	52 
ENST00000352732 ENST00000355100 	ENST00000585042 	7889 7842 	442 	7889 7842 	442 	52 52 	53 
ENST00000314675 	ENST00000319041 	2121 	595 	2121 	595 	53 	53 
ENST00000366559 ENST00000366557 	ENST00000462265 ENST00000478849 	4210 3837 	541 702 	4210 3837 	541 702 	53 53 	52 52 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3471 	781 332 165 198 196 337 537 337 369 337 	3471 	781 332 165 198 196 337 537 337 369 337 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 	488 	1654 	488 	1654 	37 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	444 	86 45 	444 	86 45 	53 	53 53 
ENST00000551193 	ENST00000549182 	300 	426 	300 	426 	53 	52 
ENST00000599823 	ENST00000521655 	74 	300 	74 	300 	53 	53 
ENST00000347053 	ENST00000380752 	4281 	5292 	4281 	5292 	53 	53 
ENST00000581821 	ENST00000393045 ENST00000369298 ENST00000475261 ENST00000472114 	1263 	2459 2319 2237 1944 	1263 	2459 2319 2237 1944 	52 	53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1088 1105 	186 	1088 1105 	186 	53 53 	52 
ENST00000397602 ENST00000442682 ENST00000422794 	ENST00000491555 	933 936 935 	137 	949 952 951 	138 	31 31 31 	51 
ENST00000528029 	ENST00000526334 ENST00000526945 ENST00000532200 	1727 	587 500 640 	1727 	587 500 640 	52 	53 53 53 
ENST00000514253 	ENST00000510019 	484 	215 	484 	215 	53 	53 
ENST00000314675 	ENST00000319041 	2089 	601 	2089 	601 	53 	50 
ENST00000361681 ENST00000506002 	ENST00000361567 	426 426 	1744 	426 426 	1744 	53 53 	52 
ENST00000266688 	ENST00000392857 	852 	5306 	852 	5306 	43 	53 
ENST00000514253 	ENST00000511844 	511 	68 	511 	68 	53 	53 
ENST00000514253 	ENST00000511844 	511 	68 	511 	68 	53 	53 
ENST00000592379 	ENST00000475608 	64 	20 	64 	20 	53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	351 	81 24 	351 	81 24 	53 	52 52 
ENST00000473728 	ENST00000463733 	442 	1292 	442 	1292 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3469 	798 331 349 215 213 554 354 386 354 331 	3469 	798 331 349 215 213 554 354 386 354 331 	50 	53 53 53 53 53 53 53 53 53 53 
ENST00000439154 ENST00000509514 	ENST00000550697 ENST00000550184 ENST00000293422 ENST00000348108 ENST00000536128 ENST00000547649 ENST00000548725 ENST00000547408 ENST00000551589 ENST00000550639 ENST00000549392 ENST00000548293 	1026 660 	412 1099 220 220 490 211 209 205 204 241 155 177 	1030 664 	412 1099 220 220 490 211 209 205 204 241 155 177 	36 36 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000538183 	ENST00000493254 ENST00000476192 ENST00000497426 ENST00000474698 ENST00000525705 	8206 	1044 7339 7331 5715 286 	8222 	1044 7339 7331 5715 286 	37 	53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	788 321 339 172 205 203 344 544 344 376 344 321 	3482 	788 321 339 172 205 203 344 544 344 376 344 321 	52 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000473347 ENST00000560854 	ENST00000530758 ENST00000256463 	2321 4207 	450 346 	2321 4207 	450 346 	52 52 	53 53 
ENST00000585567 	ENST00000557933 ENST00000535915 	557 	2869 2683 	557 	2869 2683 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3470 	813 346 369 364 370 371 569 369 401 369 346 	3470 	813 346 369 364 370 371 569 369 401 369 346 	51 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000479205 	ENST00000466618 	280 	2143 	280 	2143 	53 	53 
ENST00000547992 	ENST00000552713 ENST00000549606 ENST00000553237 ENST00000540325 	1605 	453 341 829 829 	1605 	453 341 829 829 	53 	53 53 53 53 
ENST00000562824 ENST00000563088 	ENST00000564370 	926 993 	819 	926 993 	819 	52 52 	53 
ENST00000418655 	ENST00000409832 ENST00000551509 ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 ENST00000493945 ENST00000409914 ENST00000357462 ENST00000451531 ENST00000409602 ENST00000356920 ENST00000358087 ENST00000514256 ENST00000515712 ENST00000507366 ENST00000397487 ENST00000420985 ENST00000446382 ENST00000417657 	848 	2812 2812 142 1223 1156 1556 1132 3531 3225 3562 3072 3225 3142 2820 1032 1004 2591 2960 1026 1032 	864 	2812 2812 142 1223 1156 1556 1132 3531 3225 3562 3072 3225 3142 2820 1032 1004 2591 2960 1026 1032 	36 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000409768 	ENST00000564789 ENST00000568284 ENST00000536122 	691 	704 330 1563 	691 	704 330 1563 	52 	51 51 51 
ENST00000589997 	ENST00000491205 ENST00000597328 	4590 	81 81 	4590 	81 81 	52 	31 31 
ENST00000590045 	ENST00000467929 ENST00000405575 ENST00000467586 ENST00000357231 ENST00000411744 	2434 	1986 1991 2177 1708 1886 	2447 	1986 1991 2177 1708 1886 	40 	53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2251 2152 1906 	223 	2251 2152 1906 	223 	53 53 53 	53 
ENST00000315475 	ENST00000422447 ENST00000543445 ENST00000545467 ENST00000396222 ENST00000227157 ENST00000478970 ENST00000495052 ENST00000379412 ENST00000542179 ENST00000537296 ENST00000460405 ENST00000540430 ENST00000398295 	4573 	478 311 495 304 280 504 543 562 494 880 202 574 180 	4573 	478 311 495 304 280 504 543 562 494 880 202 574 180 	52 	53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000471668 ENST00000234115 ENST00000403716 	ENST00000439986 	1946 2113 2213 	3408 	1946 2113 2213 	3417 	52 52 52 	33 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	183 142 	443 	183 142 	53 	51 51 
ENST00000413737 ENST00000409009 ENST00000264448 ENST00000377715 ENST00000348849 	ENST00000394166 	55 156 156 156 223 	752 	55 156 156 156 223 	752 	37 37 37 37 37 	53 
ENST00000263275 	ENST00000285243 	1717 	3109 	1722 	3127 	31 	34 
ENST00000592379 	ENST00000582736 ENST00000475608 	35 	49 34 	35 	49 34 	53 	53 53 
ENST00000592379 	ENST00000475608 	71 	6 	71 	6 	53 	52 
ENST00000409562 ENST00000604604 	ENST00000538183 ENST00000309733 ENST00000489060 	2670 1023 	7253 6681 1725 	2670 1023 	7253 6681 1725 	51 51 	53 53 53 
ENST00000592379 	ENST00000582736 	41 	119 	41 	119 	53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	96 94 236 	3744 	96 94 236 	53 	53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3471 	826 359 382 377 383 384 382 359 	3471 	826 359 382 377 383 384 382 359 	50 	53 53 53 53 53 53 53 53 
ENST00000522663 ENST00000403396 	ENST00000466342 	1485 1485 	596 	1485 1485 	598 	51 51 	32 
ENST00000418655 	ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 ENST00000493945 	849 	178 1259 1192 1592 1168 	864 	178 1259 1192 1592 1168 	37 	53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	98 96 238 	3760 	98 96 238 	52 	53 53 53 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	306 237 	161 120 	306 237 	161 120 	53 53 	52 52 
ENST00000318789 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000426059 ENST00000496542 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	5030 	1843 1844 1844 1844 1948 1844 1849 1843 1844 1849 501 1844 1844 1844 1844 	5030 	1843 1844 1844 1844 1948 1844 1849 1843 1844 1849 501 1844 1844 1844 1844 	44 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000558583 	ENST00000557060 ENST00000493254 ENST00000392857 ENST00000295025 	5415 	2886 2367 5623 9029 	5415 	2891 2372 5628 9034 	53 	47 47 47 47 
ENST00000449131 	ENST00000530019 ENST00000533138 ENST00000529548 ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	3577 	319 301 295 113 111 313 113 113 	3577 	319 301 295 113 111 313 113 113 	52 	53 53 53 53 53 53 53 53 
ENST00000599578 	ENST00000359428 ENST00000411637 ENST00000453861 ENST00000470765 ENST00000483497 ENST00000465486 ENST00000531600 ENST00000525384 ENST00000451030 	138 	4224 4169 638 507 866 799 701 528 4194 	138 	4224 4169 638 507 866 799 701 528 4194 	53 	53 53 53 53 53 53 53 53 53 
